精彩漫画小说（1171个听书）推荐,#genre#
【已完结💥】虾仁用双穿门带着风烛残年的永乐大帝，见到洪武大帝...父子两人开启不一样时空旅行，查看后代子孙政绩《虾仁穿大明，我和朱棣成为忘年交》穿越 大明 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=YVhVRyIZMOI
【已完结💥】桃花山下有一座桃花观，桃花观里有个桃花仙人，只因绑定了共享修炼之长生条统，一不留神就活了一干年！《一花一酒一仙人，亦眠亦醉亦长生》沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=W8iTCwj_A7I
【已完結💥】蝦仁穿越大明成為皇長孫朱雄英，製鹽，售鹽，買鹽山；治家，治人，治國家，樣樣精通！ ！ ！ 《大孫，不當皇帝也不行啊》沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=nbSdKL1JxKo
中醫研究院畢業的我一朝穿越到古代，眼看一家人餓得面黃肌瘦，我靠著上山採藥，賣賣藥材來改善家裡的伙食！ 《穿越古代賣草藥，怎麼還成了傳世神醫》沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=aIYN-3jvSkc
【已完結💥】開局在曹老闆面前自曝穿越者身份，但大夥只是呵呵一笑，但是真龍終會出淵，看我如何在三國大展拳腳！ 《開局自曝穿越者身份，蝦仁穿三國已成神》沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=90numRoj1NQ
【已完結💥】蝦仁穿越成被壓在五行山下的孫悟空，開局覺醒系統，只要拒絕走出五行山就能獲得獎勵，從此蝦仁走上了抗拒走出五行山、抗拒如來的路上！ 《你都齊天大聖了，居然還有系統》西遊沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=s4ppB1X4z88
【已完結💥】穿越成朱標胞弟，這一世定要保他登上皇位！ 《穿越大明，我助朱標登皇位》沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=PWdiM9uhOgg
【已完結💥】穿成嬴政公認廢物弟弟贏正經，引入現代化理念，震驚朝野《我一个“废物”，我真不想權傾天下》沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=mL2e11vhhtw
【一口氣看完Ⅰ&Ⅱ&Ⅲ》💥】女帝姊姊剛要出生，被我強行拉回來！ ！ ！ 《人在娘胎：嚇瘋道化境強者》沙雕穿越玄幻沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=ak3v4kHVkVg
【已完結💥】你只是在出關時，說了一句大秦的子民們，你們的王回來了。 竟嚇得龍虎山老天師，連夜下達 108 道天師令，同時命令門內所有弟子前往馭山！《穿越成秦始皇，兩千年後屍變出棺》 柒柒漫舍,https://www.youtube.com/watch?v=KrI_6k7gJ2M
【已完結💥】穿越修仙界因為資質太差不能修仙，幸得系統加持只要加入宗門就能獲得獎勵，恰巧加入黑戶宗門，從此一路逆襲吊炸天！ ！ 《這個徒弟不對勁，明明資質很差修為卻超高》沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=3dvuHgUWAxQ
【已完結💥】穿越者大秦長安君贏正經之子，開局直取威陽，奪取江山！ ！ 沙雕搞笑穿越古代大秦柒柒漫舍,https://www.youtube.com/watch?v=bA1uB1i5CJw
【已完結💥】穿越成為廢物蝦仁，文不成，武不就？一首《蝶戀花》天下誰人不識君？ 沙雕搞笑穿越古代沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=Smjl-8E5pvI
【已完結💥】女人白天剛下葬，晚上就回到了家中！ ！ 沙雕搞笑穿越古代沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=BnYzw5HxxAc
【已完結💥】被宗門長老剝奪修練物資長達三年，直接覺醒祖師爺遺產系統，宗門老祖宗都是我的弟子！ ！ 沙雕修仙沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=yREjXRkDg04
【已完結💥】一朝穿成大明朱二爺蝦仁，開局就和徐妙雲定了娃娃親！ 穿越古代大明沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=9dJsVm7Tf3Q
【已完結💥】穿越大明成為朱棣的私生子，秘密打造地下堡壘，研製火藥，廣聚英才，為將來起事做著準備！ 沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=65nFRAQIzTA
【已完結💥】我被人丟進狼山，卻成了狼王的小公主，狼哥哥姊姊們爭著寵！ 沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=f8JkQzx6-a0
【已完結💥】穿越成大康王朝的小鐵匠，開局一把錘踏上巔峰人生！ ！ 沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=lgBLJHrgM-I
【已完結💥】大秦始皇帝，建大秦立運朝，走上仙秦之路！ ！ 搞笑沙雕大秦沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=WMMUsyOy8Tg
【已完結💥】蝦仁穿越大明當個小縣令，貪污受賄、參與走私、私造兵器、都成這樣了！老朱都不捨得殺我！ 沙雕搞笑穿越大明沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=2iLza6w0xII
【爆笑沙雕動畫已完結💥】剛穿越過來不僅偷看王爺洗澡，還想用淬了毒的彎刀刺噶王爺；王爺不但不追究還要娶她為妻！ ！ 沙雕搞笑穿越古代沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=WUfUK1485AA
【已完結💥】蝦仁穿越到大秦綁定係統，揚名立萬。登上帝位！ ！ 搞笑穿越沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=4rRtfG-KHiM
【已完結💥】穿越成一隻龜，自帶王8之氣！九嬰妖皇瘋狂膜拜！ 沙雕奇幻熱血沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=V_yvyRmya48
【已完結💥】蝦仁穿越武俠世界，開局先撿個黃蓉當廚娘、隨後收留了小昭打掃衛生、然後姊妹花邀月憐星和東方白來租房！ 沙雕 武侠 穿越 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=lJEH2L0h8UA
【已完結💥】一朝穿越，自己成了大秦公子扶蘇，世人皆知我摺扇天下無雙，卻不知我百步飛劍一出，天地變色，九州喋血！！ 沙雕 穿越 大秦 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=HK_Trbpz9o4
【已完結💥】穿越到冒險世界，沒想到剛去拾荒基地就被人給抄家了！！ 沙雕 穿越 冒险 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=ZQoeraWhezI
【已完結💥】這個蝦仁開局罵朱元璋，是需要一個清官看百姓受苦卻無能為力，還是選個貪官卻能讓百姓吃飽穿暖！ 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=3P_-fnZtw9A
【已完結💥】這個世界的夜晚不允許出城，而城中的百姓僅靠一盞油燈生存，只因夜晚是邪崇的天地！而蝦仁就是這些邪崇的天！ 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=pwZ-VtMuEkw
【已完結💥】前世身為廚神的我重生成為一名便衣警察，僅僅燉了一個豬蹄就讓窮凶極惡的罪犯投案自首！ 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=Yiqc5Mgy720
【已完結💥】重生修仙界只因家族太強大，有系統都懶得用，逼得系統自動黑化升級，然後卑微求上崗！ 二次元 沙雕 玄幻 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=yzk8uTSfrpc
【已完結💥】穿越玄幻成為了一個普通的蛇形妖獸，不僅沒有修行功法可以修鍊就連綁定的系統也要成為一個家族勢力的守護獸才能啟動！ 怎麼辦，在線等！？ 穿越 玄幻 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=ittxYuno24E
【已完結💥】女人從小被視為災星，在家受盡屈辱，不受待見，更是被趕出侯府，如今歸來，侯府上下全都要給女人下跪！ 沙雕 古代 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=-N79cpjVYdQ
【已完結💥】戰神重生變退婚爽文女主！ 廢渣男手撕綠茶親戚，嫁魔王反手拆皇宮！ 沙雕 搞笑 重生 古代 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=YwE9TfX7Yjc
【已完结💥】穿越玄幻秒变老六祖师！收徒全靠抢系统外挂，宗门全员老六竟靠碰瓷称霸仙界？搞笑 穿越 玄幻 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=87QWsLAaOXw
【已完結💥】蝦仁穿越大唐與魏征組成噴子二人組，承包了懟李世民所有的KPI！ 李世民氣急怒撕《貞觀罵人指南》二次元 沙雕 穿越 古代 柒柒漫舍,https://www.youtube.com/watch?v=M35n7wS7L9E
【一口氣看完83小時💥】十日輪迴死生局，凡人覺醒撼神權，終焉之地埋著弒神者的最後一局殺棋。 沙雕 悬疑 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=FtFSHo31NVI
【已完結💥】玩網遊意外穿越修仙界，直接啟動無敵修仙系統，開啟無敵的修仙之旅！ 沙雕 搞笑 穿越 玄幻 柒柒漫舍,https://www.youtube.com/watch?v=ZRxhbHl1fxU
【大结局💥】把大品天仙訣，當成垃圾扔了？ 為師給你們的東西都是真的，給你們機會不中用阿！ 二次元 沙雕 穿越 系统 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=uIlklXL0mas
穿越修仙界進入第一宗門成為惡毒炮灰，最後慘死收場。 轉身進入最差宗門，但這個門派咋全都是瘋批反派，難道門派要被團滅了嗎！？ 二次元 搞笑 穿越 玄幻 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=jS9cKRrRQUs
這小子剛剛穿越就要創造宗門，還要召喚無數強者做他宗門長老！ 二次元穿越奇幻熱血沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=aIS71NJbzbg
穿越奇幻世界，資質一般的你即將被逐出師門？直接覺醒系統，逆天改命！ 奇幻沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=CP7HGpmTDR4
【已完結💥】蝦仁穿越古代誤打誤撞成為選拔詩會的魁首，做了寧國府大小姐的丈夫。回首前塵，無奈苦笑：你以為我想成為詩仙啊，還不是娘子逼的！ 《穿越古代成乞丐，娘子助我成詩仙》二次元沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=_G7YlwjFt00
【已完結💥】穿越玄幻覺醒系統，只要兒子惹禍我就變強，恰巧還有一個廢物兒子，生活直接起飛！ 《穿越玄幻，我成了廢柴他爹？ 》二次元沙雕穿越奇幻沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=2d1k_gTe3zk
【已完結💥】我都有百億了，還要說啥？一定跟你這個扶弟魔離婚啊！ ！ 《秒賺百億，扶弟魔快退》二次元沙雕重生沙雕動畫柒柒漫舍,https://www.youtube.com/watch?v=u_uBVPrnE7o
【已完结💥】穿越成为了锦衣卫旗下的一名百户。并且绑定了抄家就变强系统，只要抄家，就能获得奖励。朝堂文武百官都要给你跪了：百户大人，饶命啊！《穿成大明最凶锦衣卫，百官跪求饶命》沙雕 柒柒漫舍,https://www.youtube.com/watch?v=xgXaYNS9WiA
【已完结💥】我是掌门我怕谁？系统在手我怕谁？炼丹？炼器？控兽？阵法？小意思，通通升到满级！《修仙难？手握系统的我升级如坐火箭》沙雕 穿越 修仙 玄幻 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=LjPpIl1Kxho
【已完结💥】穿越不易，唱歌卖艺！一口气看完《穿越修仙界，我只能靠卖艺生活！》超长合集沙雕动画！沙雕 穿越 玄幻 修仙 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=vBNg7wN5rv0
【已完结💥】游戏降临现实世界前。 趁充值通道未关闭，你散尽家财，氪金十亿。 激活游戏隐藏职业：SSS级剑仙！《末世降临，我提前氪金十亿》沙雕 末日 神豪 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=TFCS0HWggQk
【已完结💥】穿越修仙界，绑定无敌最强师尊系统，徒弟提升修为，宿主会提升相应的修为，徒弟领悟功法宿主也会自行领悟功法！《授徒返还，我的弟子都是S级》沙雕 穿越 玄幻 柒柒漫舍,https://www.youtube.com/watch?v=HU6Vl8vw14Y
【已完结💥】自从退伍之后，他就做起了代驾司机，但没想到却意外卷进了这种桃花纠纷……《女总裁的代驾兵王》沙雕 搞笑 都市 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=3i1pYzFsab0
穿成古代小道士发现，斩杀鬼魂，就可以获取功德，通过敕封提升万物品质！《修了个假仙的我被迫飞升了！》沙雕 古代 热血 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=2DIOA6R-NKo
【已完结💥】重回过去八万次改变未来，未来却未曾改变，最后以洪荒为棋盘定终局《悼亡者归来》二次元 沙雕 热血 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=nL6FmAT08cs
【已完结💥】十里镇有个瘸子叫虾仁，由于每天推着小车在街上代写家书，乡亲们喜欢叫他秀才。却不知道柔弱的背后却是杀人不眨眼的剑神！！《虾书生的剑》二次元 沙雕 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=kInhPDtFYQk
【已完结💥】穿越佛祖如来身上，却绑定了卧底系统，任务覆灭佛教扰乱西游，成为西游最大卧底，也是最强卧底！《我都灵山老大了，还要卧底什么？》二次元 西游 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=zEOlYvUuXyo
【已完结💥】谁知道穿越八年后，却发现自己还带来了一整个国家战略储备仓库。于是虾仁彻底放飞了自我，要当就得当个天不怕地不怕的逍遥王爷！《带着仓库入大唐，父皇说我是天子之资》沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=yPsoXz3c_z8
【烧脑沙雕动画+已完结💥】崩溃的维度，黑洞的世界里，来自各个维度的人正在进行着一场关于文明消失的战争！！《维度崩坏》都市 异能 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=iDM-37UG_vE
【已完结💥】男主被系统欺骗绑定，不能说谎，开启大实话修仙，一路得罪众多大佬！《系统坑挂999个宿主后，轮到我了？》二次元 沙雕动画 修仙 柒柒漫舍,https://www.youtube.com/watch?v=OEYkEKqpPIY
【已完结💥】虾仁表面上是个瘸子，实际却是十里坡剑神！《瘸腿剑神虾仁》沙雕 穿越 搞笑 古代 虾仁 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=qN-Q_H_o06g
【已完结💥】世界上最强的技能，是需要主动施展的技能吗？错！是被动技！而我全都是被动技能，你说我强不强！？《一剑撕裂星河，你管这叫被动技能？》二次元 修仙 热血 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=qi0QsTk3Hmc
【已完结💥】全民穿越空岛求生，开局一根钓，杆所有物资全靠钓！我意外获得复制技能，从此别人求生、我享乐！！！ 《开局空岛，一杆鱼竿钓万物》沙雕 求生 末日 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=t4BSc9GpVyU
【已完结💥】虾仁穿越大明一把赚了一亿两，相当于大明近十年的赋稅！老朱居然想要坑我的钱？《逍遥虾五爷，开局挣下一亿两》二次元 穿越 動畫 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=k_dgP_hTmJQ
【已完结💥】系统错误，继承了系统全部的能力，不用做任务，不签到，不抽奖，无敌就完了！《系统融入我身体，不用修炼也无敌》二次元 玄幻 系统 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=rzhtNc6xijM
【已完结💥】起猛了，一觉醒来虾仁来到了北宋，还成为神棍郭京，徽钦二帝竟然逼我跳大神退敌！？《金军围城惊坐起，神棍竟是我自己》二次元 搞笑 穿越 大宋 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=MdTkdY0_tOA
【已完结💥】妙龄少女穿越到古代农村妇人身上，还多了四个娃，看着家里家徒四壁，决心带领家人发家致富！《我在古代忙种田，从觉醒系统开始致富发家》二次元 古代 沙雕 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=KzdSvWTRE98
【已完结💥】穿成古代地主家傻儿子，开局调戏隐藏身份的公主，越因祸得福被未来女帝看中逆袭成为第一权臣！《虾仁小地主，我真的不想当权臣啊》動畫 古代 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=2udAQ8iyk7A
【已完结💥】虾仁开局穿成被赶出家门的弃子，文不成武不就，经商又血本无归！面对如此开局，虾仁笑吟一首词，不料却进入了贵人的眼！从此生活也发生了翻天覆地的变化！《被退婚后，我成了虾仁小诗仙》柒柒漫舍,https://www.youtube.com/watch?v=2JV9pSEln8k
【已完结💥】新东方餐饮学校毕业的你穿越大宋，用爆米花、蜜雪奶茶、煎饼果子、油条豆浆征服大宋，成为大宋最璀璨的一颗星！《穿越大宋，从卖小吃走上强国之路》沙雕动画 二次元 柒柒漫舍,https://www.youtube.com/watch?v=OYm7U6_6dlg
【已完结💥】穿越古代拐了个首富男友回来，只是男友的现代生活似乎有些难！《首富男友来自古代》二次元 動畫 古代 搞笑 沙雕 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=2Lj4j9P2w2A
【已完结】理工生林云穿越到古代，成为王室旁系子弟。救了三个罪人美女，选了一块穷酸封地，背负巨额债务！不过都是小问题，直接架高炉，开始炼钢！！《魂穿古代，我用科技开荒种地》古代 柒柒漫舍,https://www.youtube.com/watch?v=KhnDCcrN0PQ
【已完结💥】虾仁穿越大明，凭借后世记忆带领大明统领全球！成为大明指路人！！《穿越大明：开局断绝朱允炆帝王路》搞笑 動畫 古代 大明 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=hljh5vicGgs
【已完结💥】虾仁穿越三国成为董卓手下的一员军官，开局觉醒万斤神力。只想苟全乱世的他，心态变了。大丈夫居于天地间，焉能久居人下？《虾郎，饶了小乔吧，你阳气太重了》搞笑 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=J-hMTDy8hjg
【已完结💥】虾仁穿越大明激活系统，怼人就变强，逮着老朱一顿乱喷，只是这老朱怎么还一副很开心的样子！《老朱不对劲，骂他还要奖励自己？》搞笑 動畫 古代 大明 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=rLggfOAEi7Y
【已完结💥】虾仁穿成古代布衣，为了吃饱饭和帮助女帝老婆脱困，从此多了一个商业奇才，一个文坛领袖，一个战无不胜的帅才！《穿越古代，这个布衣虾仁有点猛》古代 穿越 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=HacZ_gJjL4M
【已完结💥】虾仁穿越成朱元璋的二十子朱松，开局跑到最穷苦的辽东就藩，明明把边关打造的兵强马壮，井井有条，却一直向老朱哭穷！《大明最苟王爷朱虾仁，兵强马壮的我找老朱哭穷》沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=N8u4GYnes6c
【已完结💥】穿越大唐成为山贼大当家，靠着坑爹的系统，带着山贼开垦荒地、办工厂、共同走向富裕生活，原本安静的生活被一个偷腊肉的李二给打破了！《大唐伏虎山大当家，开局怒揍李二》搞笑 古代 柒柒漫舍,https://www.youtube.com/watch?v=YHw31YsN9-s
【已完结💥】虾仁穿越成为燕王朱棣，开局被贬为庶人！逐出族谱！十亩地，一间泥坯屋！开始逆袭之路！《穿越大明去夺嫡，我是燕王虾仁朱棣》搞笑 動畫 古代 大明 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=hm-990yOHAk
【已完结💥】虾仁重生到汉末，一统江山，马踏山河，北击匈奴，再续汉朝风情！《重生汉末：我成了虾贼，美人江山全都要》搞笑 古代 三国 虾仁 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=qFZKeE1DzeQ
【已完结💥】虾仁穿越到战国大秦，开局拜师白起，曾率领大秦铁骑与六国逐鹿天下，却没人知道虾仁已经活了两千年！《长生：虾仁的上下两千年》穿越 沙雕动画 大秦 虾仁 柒柒漫舍,https://www.youtube.com/watch?v=oRskmeoHm40
【脑洞历史沙雕动画已完结💥】你加入了一个皇帝聊天群，并且绑定了刮刮卡系统。刮卡不仅能获得系统丰厚的奖励，卡上信息还会同步到万朝投影仪!《历朝皇帝嗨皮群》動畫 沙雕动画 柒柒漫舍 历史,https://www.youtube.com/watch?v=ndOCKHkW8gI
【已完结💥】一觉醒来，穿越到了大明洪武年间。家境还算富裕，可虾仁震惊发现，自己竟是一个患有脑疾的败家子？那先开铁矿震惊死你！《脑疾虾仁指引大明》動畫 搞笑 大明 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=MHcdoGX6Xec
【已完结💥】失败我变强，成功我有妞，你可能血赚，但我永远不亏！只因我穿越玄幻世界，获得了表白失败就变强系统！《表白就变强，我在修仙界当渣男》搞笑 沙雕 玄幻 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=3Z0pYn6WqmM
【已完结💥】虾仁穿越元末，发现自己老哥竟然是大明开国皇帝朱元璋，创造大明王朝的天命主角！于是虾仁怂恿老哥：哥，当和尚没前途，咱们造反吧！《穿越元末，咱哥是朱元璋》搞笑 大明 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=l62w1y3aeXI
【已完结💥】穿越古代成为一个捕快，清冷寡欲的女上司，离奇悬案、就连王爷的女儿统统拿下！《我在古代当逍遥捕快》動畫 搞笑 古代 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=C5gxJnZb3hI
【已完结💥】虾仁魂穿综武世界，成了武当祖师爷张三丰。此时正值张翠山被五大门派逼得自裁，虾仁看着张翠山夫妇的尸体，叹道：也该让别人节哀了！ 《我成了张三丰，盖世无敌》動畫 柒柒漫舍 沙雕动画,https://www.youtube.com/watch?v=dohztJ1gYzk
【已完结💥】滚滚长江水东流，我穿越时尽是愁。魂到亦然如失忆，诗词却在脑中留。《虾仁穿越古代，抄诗被大儒的女儿看中了》動畫 古代 沙雕动画 柒柒漫舍 animation,https://www.youtube.com/watch?v=MhPi6wRzcDk
【已完结💥】只要能够带着大唐20个平行位面完成“世界上只有一个大唐”的成就，便可以立地成仙！这下虾仁有好戏看了！《开局自曝穿越者，带领李二暴打后世昏君》動畫 大唐 柒柒漫舍 沙雕动画,https://www.youtube.com/watch?v=klU9vYJ1NyA
【已完结💥】穿越大明成太子，你却告诉我大明要亡了？不可能，我要发展经济，练兵强军，征服世界，缔造日不落大明帝国！《我在明末练兵强军》古代 大明 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=8K7DJkf_Kk8
【已完结💥】穿越古代，战乱不断、食不果腹、蛮夷入侵、还是个乞丐？不怕，虾仁带着现代数理化知识开始了逆袭之路！《学好数理化，穿越古代全不怕》搞笑 動畫 古代 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=CEAewmwfmt4
【已完结💥】虾仁穿越到大明，刚睁开眼就在死牢中，明天十族就要被问斩，也无所谓了，关键时刻我虾仁会出手！《虾仁穿越大明，但是被老朱诛十族》動畫 古代 大明 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=9h_Vo-maoho
【已完结💥】虾仁穿越大明，开局自爆穿越者，对朱元璋说，亲王赡养，乃是亡国之策！！！《虾仁穿大明，老朱排队听我讲历史》搞笑 大明 動畫 柒柒漫舍 沙雕动画 animation,https://www.youtube.com/watch?v=UvI5DJ_bNUI
【已完结💥】21世纪科研天才虾仁穿成为李世民6岁儿子，利用科学知识，一招南水北调解决天灾、亩产2000斤的杂交水稻解决百姓温饱、灭突厥、降伏高句丽…… 《虾仁穿大唐，开局科学技术打造盛唐》柒柒漫舍,https://www.youtube.com/watch?v=Ib4xvNg22Fo
【已完结💥】虾仁穿成大明燕王朱棣，公开喊出争储夺嫡；直接被贬为庶人做农民，那就积蓄力量、造大炮、炼白盐、操兵马，直接干老朱他丫的！《穿成大明庶人朱棣，开局从当农民开始夺嫡》動畫 柒柒漫舍,https://www.youtube.com/watch?v=ZYNkrzfQw2A
【已完结💥】穿成崇祯这个倒霉鬼？开局就要把奸臣一锅端，带领大明进入资本大时代，并且若干年后将一群群欧洲大老爷押入西伯利亚的矿山！《不装了，我才是大明最强皇帝》沙雕动画 古代 柒柒漫舍,https://www.youtube.com/watch?v=B5InGD6-Osw
【68小时完结💥】穿越大秦准备和老爹一起造反，于是开始兴教育、练新军、发展经济、炼钢铁、就当他羽翼丰满的时候，便宜老爹居然说他是秦始皇！？《穿越大秦，我和嬴政密谋造秦始皇的反》柒柒漫舍 動畫,https://www.youtube.com/watch?v=cMAiYKkCxwk
【已完结💥】虾仁穿到古代，开局就要被满门抄斩？直接觉醒系统获得军火库大杀四方！《开局满门抄斩？不好意思我有军火库》穿越 古代 沙雕动画 柒柒漫舍 animation,https://www.youtube.com/watch?v=oc8agTFTWZE
【已完结💥】李世民：给你一个王爷当当吧，实在不行，朕的女儿你随便挑！虾仁：我只是想安安静静的开个超市罢了，你至于整这么一出嘛~~~~《我在大唐风生水起》沙雕动画 柒柒漫舍 虾仁,https://www.youtube.com/watch?v=JxrMEK1vjkE
【已完结💥】虾仁穿越到大秦成为秦始皇遗失在外的长子，开局觉醒签到系统，之后灭匈奴，破东胡正准备提前退休的时候，秦始皇竟然让虾仁准备登基！《穿成嬴政长子，签到系统助他成战狂》历史 柒柒漫舍 動畫,https://www.youtube.com/watch?v=CLwY0_BrB0w
【已完结💥】虾仁穿越古代成为选婿诗会的魁首，误打误撞成为宁国府“女魔头”大小姐的丈夫，却没想到，这个娘子，不简单！《魂穿古代诗会中魁首，你让我入赘？》搞笑 古代 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=q_NJMKLfrSE
【已完结💥】穿越到古代乱世，正逢官府发媳妇，没想到自己这个便宜媳妇居然是亡国女帝，还老是怂恿他造反称帝！《魂穿古代，娘子竟怂恿我造反称帝》古代 動畫 沙雕动画 柒柒漫舍 animation,https://www.youtube.com/watch?v=l_U_cAqqut0
【已完结💥】虾仁穿成大明朱雄英，只想孝顺孝顺祖父，制盐改善口味、发展经济赚钱！却不知早就被朱元璋给盯上了：不想当皇帝？没门！《虾仁在大明，我真不想当皇上啊》古代 沙雕 大明 柒柒漫舍,https://www.youtube.com/watch?v=ud4Yer35GAo
【已完结💥】重生到大宋一个臭名远扬的败家子身上，开局怒骂奸臣、查悬案、给公主治病…… 直接震惊大宋~~~~《穿越大宋，我越败家越无敌》古代 大宋 穿越 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=7SUmdfdfQTw
【已完结💥】虾仁穿越大明成为大明最大贪官，买卖人口、贪污受贿、参与走私、私造兵器、招兵买马… 可就这么一个贪官老朱却喜爱的不得了！《我在大明当贪官》古代 大明 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=33RYTXzJLR0
【已完结💥】一朝穿越，虾仁误把嬴政认作老爹，还扬言要带着老爹一起造反！《我都准备好造反了，商贩老爹却说他就是秦始皇？》古代 大秦 沙雕动画 柒柒漫舍 animation,https://www.youtube.com/watch?v=GS1Id6m59Kw
【已完结💥】穿越到咸阳成了嬴政遗失在外的长子，开局获得签到系统，神级医术、灭匈奴、破东胡，统统手到擒来！《穿越大秦，我长公子身份被识破了》動畫 古代 大秦 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=f_nXQlePis8
【已完结💥】虾仁穿越到大唐，成为李世民二儿子！既是科学技术的奠基者、开疆扩土的功臣、救世主；也是孽子、财神爷、祸害之首！《穿越大唐成孽子，全才系统助我改写历史》搞笑 大唐 柒柒漫舍 沙雕动画,https://www.youtube.com/watch?v=yjOds9QfIdA
【已完结💥】你要离婚，那就离。没人愿意娶，我就改嫁你哥，给你当亲嫂子。《改嫁前夫他哥，前夫肠子都悔青了》動畫 重生 沙雕动画 柒柒漫舍 animation,https://www.youtube.com/watch?v=201KyYPihY8
【已完结💥】已经死透了的女人，突然睁开了眼睛！《带着空间穿古代，从席卷古代开始无敌》穿越 古代 沙雕动画 柒柒漫舍,https://www.youtube.com/watch?v=XO6TtvsiSBQ
【已完结💥】父皇，你的功绩根本不咋滴，统一六国算什么？有本事你统一七大洲啊？《我在大秦疯狂作死》動畫 大秦 穿越 沙雕动画 柒柒漫舍 animation,https://www.youtube.com/watch?v=8Va3bXBiJgA
