《海阔潮生》| 讲述世界级中国企业,#genre#
百花岭上百花开雨林深处如仙境 独特的“空中花园”景象美翻了！《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=yXbBIf-3Fzs
欧亚大陆最高的“林中守护神”——秃杉是世界范围内少见的珍贵树种！《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=W6ve__9OkMI
漂浮于水面上的神奇草原！腾冲北海湿地成为“鸟类天堂” 《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=QoKc2fcBuDg
腿长貌美紫水鸡 享有“水中凤凰” 的美誉！《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=Cr_zuj9FjgM
探秘世界级物种基因宝库 揭开高黎贡山神秘面纱！《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=zxXVFRqp8G4
高黎贡山竟有97座休眠火山！“十山九秃” 是对腾冲火山群的形象描述 《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=8s3YL4natdY
将脱贫致富和生态保护有效结合 高黎贡山生态护林员“富了口袋”《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=o6n67d3lm4s
保山茜正常开花结果却很难在自然条件下繁殖后代 若不采取措施很快将会灭绝！《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=SaSy2nvixyQ
它们有张“明星脸” 却为何一直如同隐士般鲜为人知？《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=riX3b5QHA2A
全球罕见的濒危野生动物 被称为“六不像神兽”的高黎贡羚牛长这样！《美丽中国自然》高黎贡山系列【CCTV纪录】,https://www.youtube.com/watch?v=wlJpFYXOv54
【ENG】小小黄猄蚁如何大能耐？本土最凶的蚂蚁之一 所到之处一虫不留！《美丽中国自然》尖峰岭系列【CCTV纪录】,https://www.youtube.com/watch?v=pE-ka3FvhfU
【ENG】与恐龙同时代的“蕨王” 桫椤被誉为植物活化石 《美丽中国自然》尖峰岭系列【CCTV纪录】,https://www.youtube.com/watch?v=gdE6gNNpJYw
【ENG】多样雨林生态瑰宝！雨林沟谷滋养着热带雨林中的一切生物 《美丽中国自然》尖峰岭系列【CCTV纪录】,https://www.youtube.com/watch?v=WOrWckMfzjk
跳跃的海岛精灵 海南坡鹿在濒临灭绝后重新焕发生机！《美丽中国自然》尖峰岭系列【CCTV纪录】,https://www.youtube.com/watch?v=r-uvuEeO4QM
【ENG】探访三面环海的海南南湾猴岛 也是我国唯一的岛屿型猕猴自然保护区《美丽中国自然》尖峰岭系列【CCTV纪录】,https://www.youtube.com/watch?v=0achE-RPDNI
【ENG】没想到植物间的斗争也如此残酷！那么“绞杀榕”是如何杀死其他植物的呢？《美丽中国自然》尖峰岭系列【CCTV纪录】,https://www.youtube.com/watch?v=ZLMfqCjdzwY
【ENG】一场突如其来的台风将400多岁的托盘青冈吹倒 给枝繁叶茂的森林堡垒开出了一扇林窗 《美丽中国自然》尖峰岭系列【CCTV纪录】,https://www.youtube.com/watch?v=F6Hkulrffmk
是怎样的环境让中华蟾蜍超越生存的高度极限 出现在海拔2000多米的地方？《美丽中国自然》梵净山系列【CCTV纪录】,https://www.youtube.com/watch?v=-QGMHcpzdSs
梵净报春花心只有芝麻大 那么它是如何繁衍和世代传承的？ 《美丽中国自然》梵净山系列【CCTV纪录】,https://www.youtube.com/watch?v=AboOzXJ_J9o
梵净山是一座与众不同的山 它的地质构造在全世界绝无仅有！《美丽中国自然》梵净山系列【CCTV纪录】,https://www.youtube.com/watch?v=MILAncZqwaU
“来无影去无踪” 黔金丝猴的生活习性放荡不羁爱自由！《美丽中国自然》梵净山系列【CCTV纪录】,https://www.youtube.com/watch?v=j2YMFu8aCFc
与地衣苔藓万年共生！在梵净山之巅找到真正跨越时空的隐士——梵净山冷杉 《美丽中国自然》梵净山系列【CCTV纪录】,https://www.youtube.com/watch?v=06_mgNNzPiU
梵净山上最神奇的景观——千年紫薇王只开花不结籽不繁衍 全国仅此一株！ 《美丽中国自然》梵净山系列【CCTV纪录】,https://www.youtube.com/watch?v=GN218i1p1F8
一群人默默守护濒危物种黑冠长臂猿数十年 他们是深山“护猿人”《美丽中国自然》霸王岭系列【CCTV纪录 】,https://www.youtube.com/watch?v=ua9Q2MlMgHU
黑冠长臂猿绝对“C位出道” 多样杂技一气呵成！《美丽中国自然》霸王岭系列【CCTV纪录 】,https://www.youtube.com/watch?v=CnbGCL0sD-o
《美丽中国》长白之山 Amazing China-Perpetually White Mountains | CCTV纪录,https://www.youtube.com/watch?v=MLKlDcraRJY
《美丽中国》东方阿尔卑斯 Amazing China-Four Sisters Await for Adventurers | CCTV纪录,https://www.youtube.com/watch?v=t_S9k0wqQz8
《美丽中国》多彩之湖 Amazing China-Lakes with Amazing Colours | CCTV纪录,https://www.youtube.com/watch?v=oX496ISk1P4
《美丽中国》吹来的大地 黄土高原 Amazing China-‘A Land Formed by the Blowing Dust’ Loess Plateau | CCTV纪录,https://www.youtube.com/watch?v=_GSFecgiYKw
《美丽中国》中国南海的奇绝秘境 Amazing China-A Mysterious Place in the South China Sea | CCTV纪录,https://www.youtube.com/watch?v=X5q7UTIlC9M
《美丽中国》圣洁之山 Amazing China-Holy Mountain | CCTV纪录,https://www.youtube.com/watch?v=0jH_hKui87M
《美丽中国》冰川下的鲜红岩石 Amazing China-Scarlet Rocks Under Glaciers | CCTV纪录,https://www.youtube.com/watch?v=ybUv1G3ry1A
《美丽中国》水天之间的巨型盆栽 Amazing China-Huge Bonsa between Water and Sky | CCTV纪录,https://www.youtube.com/watch?v=miKdZJAPDKw
《美丽中国》三爿石的故事 Amazing China-The Tectonic Story of Sanpan Stone | CCTV纪录,https://www.youtube.com/watch?v=wsDt0fwOsKo
《美丽中国》中国的彩虹山 Amazing China-The Rainbow Hills of China | CCTV纪录,https://www.youtube.com/watch?v=H_g_eGpyEyE
《美丽中国》西湖 Amazing China-West Lake | CCTV纪录,https://www.youtube.com/watch?v=5IbUw7ZNFIE
《美丽中国》牛还是羊 Amazing China-A Cow or An Antelope? | CCTV纪录,https://www.youtube.com/watch?v=yLFu2-r0eIQ
《美丽中国》小熊猫跟妈妈学爬树 Amazing China-Tree Climbing Lesson | CCTV纪录,https://www.youtube.com/watch?v=edyKyQkGDAs
《美丽中国》钱塘江大潮 Amazing China-The Tidal Bore of Qiantang River | CCTV纪录,https://www.youtube.com/watch?v=wZL7evrD-p0
《美丽中国》不冻之河 Amazing China-The Unfrozen River | CCTV纪录,https://www.youtube.com/watch?v=yToX9jawYyw
《美丽中国》水下公路 Amazing China-The Road Under the Water | CCTV纪录,https://www.youtube.com/watch?v=qevq126xtwE
《美丽中国》天然的岩溶博物馆 Amazing China-Natural Karst Museum | CCTV纪录,https://www.youtube.com/watch?v=ihkrH5xgYH4
《美丽中国》吐着泡泡的娃娃鱼 Amazing China-The Bubbling Chinese Giant Salamander | CCTV纪录,https://www.youtube.com/watch?v=6vH36m2G37k
《美丽中国》敬信湿地的候鸟大集会 Amazing China-A Huge Gathering of Migrant Birds | CCTV纪录,https://www.youtube.com/watch?v=wtdL2tlbTS8
《美丽中国》水云间的庐山秘境 Amazing China-A Secret Fairyland | CCTV纪录,https://www.youtube.com/watch?v=8V56KbM3Ek0
《美丽中国》海岸线上的水墨画 Amazing China-Chinese Painting  on the Coastline | CCTV纪录,https://www.youtube.com/watch?v=Rnl_CvOd3NQ
《美丽中国》海蚀地貌博物馆 Amazing China-Museum of Marine Erosion Landforms | CCTV纪录,https://www.youtube.com/watch?v=lRTJXXhrbX8
《美丽中国》天山下的巨大草原 Amazing China-The Vast Grassland under the Tianshan Mountains | CCTV纪录,https://www.youtube.com/watch?v=ywgCaNRr7eg
《美丽中国》鸟瞰玛曲湿地草原 Amazing China-Maqu Wetland from the Above | CCTV纪录,https://www.youtube.com/watch?v=THryBG5Zf3Q
《美丽中国》云海中的峨眉 Amazing China-Mount Emei in the Sea of Clouds | CCTV纪录,https://www.youtube.com/watch?v=9EgR6nw45SU
《美丽中国》沙漠里的湿岛：祁连山 Amazing China-Qilian Mountains：A Wet Island Surrounded by Deserts | CCTV纪录,https://www.youtube.com/watch?v=ppqAWDh_PZE
《美丽中国》水和石头的故事 Amazing China-The Story of Water and Stone | CCTV纪录,https://www.youtube.com/watch?v=8gcEMLZZlZE
《美丽中国》远离海洋的杏花长廊 Amazing China-A Corridor of Apricot Blossom far from the Sea | CCTV纪录,https://www.youtube.com/watch?v=YVzYeTIBzNY
《美丽中国》竹子的海洋 Amazing China-The Sea of Bamboos | CCTV纪录,https://www.youtube.com/watch?v=xa5vWyGUfvY
《美丽中国》美丽樱花谷 Amazing China-The Most Beautiful Cherry Valley | CCTV纪录,https://www.youtube.com/watch?v=IKu0e66Zl5g
《美丽中国》梯田上的莲花盛景 Amazing China-The Louts Terraces | CCTV纪录,https://www.youtube.com/watch?v=LeUeAtW-M2U
《美丽中国》沙漠的守护神：胡杨 Amazing China-The Guardian of the Desert：Populus Euphratica | CCTV纪录,https://www.youtube.com/watch?v=ropG3rIo9Go
《美丽中国》大风雕刻的魔鬼城 Amazing China-Yardang Kingdom Sculpted by the Wind | CCTV纪录,https://www.youtube.com/watch?v=N2Yi69Ev7kY
《美丽中国》高山上的蓝宝石 Amazing China-The Sapphire on the Mountain | CCTV纪录,https://www.youtube.com/watch?v=a6_1xNGJWTQ
《美丽中国》五大连池的火山群 Amazing China-Volcanoes in Wudalianchi Scenic Area | CCTV纪录,https://www.youtube.com/watch?v=W5ferxBbsTk
《美丽中国》秘境喀纳斯湖 Amazing China-Mysterious Kanas Lake | CCTV纪录,https://www.youtube.com/watch?v=Z3Rf7hvuVSU
《美丽中国》磁铁山脉里的天坑与地漏 Amazing China-Sinkholes and Floor Drains in the Magnetic Mountains | CCTV纪录,https://www.youtube.com/watch?v=NR9VYMc3On0
《美丽中国》江中之山 Amazing China-Mountains in the River | CCTV纪录,https://www.youtube.com/watch?v=Ge6aBkiopDY
《美丽中国》高原湖畔的黑颈鹤 Amazing China-The Black-necked Crane on the Lakeside of the Plateau | CCTV纪录,https://www.youtube.com/watch?v=ByD4vg1mRsA
《美丽中国》沙漠里最忠实的伙伴 Amazing China-The Most Loyal Partner in the Desert | CCTV纪录,https://www.youtube.com/watch?v=0N5NY1PYJA4
《美丽中国》红松的故乡 Amazing China-The Hometown of the Red Pine Tree | CCTV纪录,https://www.youtube.com/watch?v=u87gQlFoXfk
《美丽中国》花海中的乡村 Amazing China-The Village in the Sea of Flowers | CCTV纪录,https://www.youtube.com/watch?v=zv9lnn_2RJ4
《梵净山》第一集 人间梦幻仙境！梵净山之美不仅在于风景还有这些不为人知的千古传奇 【CCTV纪录】,https://www.youtube.com/watch?v=IAbneLUVjZs
《梵净山》第二集 全球十大令人称奇的天然平衡石 梵净山蘑菇石赫然在列！【CCTV纪录】,https://www.youtube.com/watch?v=zBoRPyswo2Y
【ENG】《大黄山 Great Mount Huangshan》第一集 奇松、怪石、温泉、云海都在这里 它就是“天下第一山”黄山【CCTV纪录】,https://www.youtube.com/watch?v=q2KBWmiL71o
【ENG】《大黄山 Great Mount Huangshan》第二集 深入黄山深处 揭秘森林中鲜为人知的风景【CCTV纪录】,https://www.youtube.com/watch?v=PQ8CuldEtoc
【ENG】《大黄山 Great Mount Huangshan》第三集 被誉为"天下第一奇山"的黄山 它的美誉因何而得？【CCTV纪录】,https://www.youtube.com/watch?v=YiSkZ5B8aMk
【ENG】《大黄山 Great Mount Huangshan》第四集 黄山脚下孕育出了怎样的徽文化？【CCTV纪录】,https://www.youtube.com/watch?v=OnaK1TjABLw
【ENG】《大黄山 Great Mount Huangshan》第五集 黄山——中国画家心中的圣地 艺术家们的粉本蓝图【CCTV纪录】,https://www.youtube.com/watch?v=n48j85iCXXE
【ENG】《大黄山 Great Mount Huangshan》第六集 黄山的秘境吸引着无数人前往 人们该如何与黄山和谐共存？【CCTV纪录】,https://www.youtube.com/watch?v=YiW4DwrVZjk
《黄山》问佛 | CCTV纪录,https://www.youtube.com/watch?v=OWdxn5hPbTQ
《黄山》帝尊 | CCTV纪录,https://www.youtube.com/watch?v=dnEXVbhg1DA
《黄山》松在 | CCTV纪录,https://www.youtube.com/watch?v=5PjnyZZ9h9Y
《黄山》行吟 | CCTV纪录,https://www.youtube.com/watch?v=72y_5IvoTZk
《黄山》蹊绝 | CCTV纪录,https://www.youtube.com/watch?v=U5k3XzbxcA8
《黄山》流云 | CCTV纪录,https://www.youtube.com/watch?v=Vyu2iGPxGIM
《黄山》天人 | CCTV纪录,https://www.youtube.com/watch?v=1RtVKY0syrQ
《黄山》水山 | CCTV纪录,https://www.youtube.com/watch?v=seDLuLi1hIg
《鸟瞰中国 I》第一集 源远流长【China From Above I：EP1 The Living Past】| CCTV纪录,https://www.youtube.com/watch?v=Be8oa1saio0
《鸟瞰中国 I》第二集 继往开来【China From Above I：EP2 The Future Is Now】| CCTV纪录,https://www.youtube.com/watch?v=9Rgwc-Q3kK8
《鸟瞰中国》第二季 壮丽山河 | CCTV纪录,https://www.youtube.com/watch?v=d2Nrg2Rwk78
《鸟瞰中国》第二季 活力海岸 | CCTV纪录,https://www.youtube.com/watch?v=gWUCFlI9cZw
《长白山》第一集 天铸神山 | CCTV纪录,https://www.youtube.com/watch?v=A74TBvgW6zY
《长白山》第二集 王朝圣地 | CCTV纪录,https://www.youtube.com/watch?v=6t_yTrY0RI0
《长白山》第三集 生灵之源 | CCTV纪录,https://www.youtube.com/watch?v=T2u5yjxT7oE
《长白山》第四集 山海相望 | CCTV纪录,https://www.youtube.com/watch?v=_k5DucSsSMY
《长白山》第五集 生生不息 | CCTV纪录,https://www.youtube.com/watch?v=PUvyAjOeV-Y
《长白山》第六集 大美长白 | CCTV纪录,https://www.youtube.com/watch?v=a0zX5k3vFf0
《你所不知道的中国》血脉交融 宝岛台湾 | CCTV纪录,https://www.youtube.com/watch?v=Rd6Yfm9K-gk
《你所不知道的中国》莲花绽放 瑰丽澳门 | CCTV纪录,https://www.youtube.com/watch?v=KsKzK69_hnA
《你所不知道的中国》上善若水 海纳百川 | CCTV纪录,https://www.youtube.com/watch?v=fzwDdHUwR60
《你所不知道的中国》齐鲁神韵 天下山东 | CCTV纪录,https://www.youtube.com/watch?v=wnU0HTi_1yI
《你所不知道的中国》椰风海韵 阳光海南 | CCTV纪录,https://www.youtube.com/watch?v=kdElSXy_4gs
《你所不知道的中国》飞天新境 绚丽甘肃 | CCTV纪录,https://www.youtube.com/watch?v=CNHQwkBR9SY
《你所不知道的中国》天地之中大河之南 | CCTV纪录,https://www.youtube.com/watch?v=TEL82K2LzkQ
《你所不知道的中国》燕赵长歌 豪情河北 | CCTV纪录,https://www.youtube.com/watch?v=PhS3B10PAG0
《你所不知道的中国》辽阔黑土 绮美龙江 | CCTV纪录,https://www.youtube.com/watch?v=Wc8OBmsPleE
《你所不知道的中国》塞上江南 醉美宁夏 | CCTV纪录,https://www.youtube.com/watch?v=6YIsBsDLLOE
《你所不知道的中国》珠江潮涌 活力广东 | CCTV纪录,https://www.youtube.com/watch?v=OIElUGR-FzQ
《你所不知道的中国》天府之国 峻美四川 | CCTV纪录,https://www.youtube.com/watch?v=EZWhBbgAjnI
《你所不知道的中国》八闽扬帆 闯海福建 | CCTV纪录,https://www.youtube.com/watch?v=aVVNwyrIlyI
《你所不知道的中国》潇湘大地 锦绣湖南 | CCTV纪录,https://www.youtube.com/watch?v=ToQF57K_PnI
《你所不知道的中国》北国春色 靓丽吉林 | CCTV纪录,https://www.youtube.com/watch?v=EjOY7oBNsKM
《你所不知道的中国》厚德载物 筑梦北京 | CCTV纪录,https://www.youtube.com/watch?v=KXs_jmiaczk
《你所不知道的中国》晋善晋美 淳厚山西 | CCTV纪录,https://www.youtube.com/watch?v=rL77aW-7WiY
《你所不知道的中国》巴山渝水 热辣重庆 | CCTV纪录,https://www.youtube.com/watch?v=-q7_h6Nornk
《你所不知道的中国》美丽草原 富饶内蒙 | CCTV纪录,https://www.youtube.com/watch?v=Epcpk9lsM-k
《你所不知道的中国》江淮大地 秀美安徽 | CCTV纪录,https://www.youtube.com/watch?v=ZgSYWUpZYhI
《你所不知道的中国》九省通衢 灵秀湖北 | CCTV纪录,https://www.youtube.com/watch?v=KzkRTMc_IhM
《你所不知道的中国》八桂飞歌 壮美广西 | CCTV纪录,https://www.youtube.com/watch?v=0GIdMz5WCS8
《你所不知道的中国》雪域高原 神奇西藏（上）| CCTV纪录,https://www.youtube.com/watch?v=0oBV-9lxjo4
《你所不知道的中国》古今辉映 雄浑陕西 | CCTV纪录,https://www.youtube.com/watch?v=aUhhI1xL3R4
《你所不知道的中国》雪域高原 神奇西藏（下）| CCTV纪录,https://www.youtube.com/watch?v=67ItvYH-iiY
《你所不知道的中国》丝路花雨 魅力新疆（下）| CCTV纪录,https://www.youtube.com/watch?v=OZfihrJIkyQ
《你所不知道的中国》丝路花雨 魅力新疆（上）| CCTV纪录,https://www.youtube.com/watch?v=ZKVbx7ZixDw
《你所不知道的中国》红色摇篮 绿色江西 | CCTV纪录,https://www.youtube.com/watch?v=4VixXnayx6o
《你所不知道的中国》渤海明珠 律动天津 | CCTV纪录,https://www.youtube.com/watch?v=pVBEtlpdPP8
《你所不知道的中国》缤纷四季 七彩云南 | CCTV纪录,https://www.youtube.com/watch?v=2Gx-z9YGiSg
《你所不知道的中国》东方明珠 璀璨香港 | CCTV纪录,https://www.youtube.com/watch?v=KS1S-Gh5c94
《你所不知道的中国》钢韵海律 华彩辽宁 | CCTV纪录,https://www.youtube.com/watch?v=jK6DmSS6qIU
《你所不知道的中国》倚天甲秀 多彩贵州 | CCTV纪录,https://www.youtube.com/watch?v=asII6_nb97A
《你所不知道的中国》昆仑阳光 大美青海 | CCTV纪录,https://www.youtube.com/watch?v=22aHlVq8GzI
【劳动的力量】看劳动者们如何创造美好生活,#genre#
《采集部落》第一集 花食记 | CCTV纪录,https://www.youtube.com/watch?v=c3ouAUJk9kw
《采集部落》第二集 菌王寻踪 | CCTV纪录,https://www.youtube.com/watch?v=zeWyjj4iW9A
《采集部落》第三集 崖壁追蜂 | CCTV纪录,https://www.youtube.com/watch?v=pWiCrZzxZ-k
《采集部落》第四集 海参客 | CCTV纪录,https://www.youtube.com/watch?v=TMiFiFCScWI
《采集部落》第五集 瑶药传奇 | CCTV纪录,https://www.youtube.com/watch?v=kW_L9CRcBu8
《希望的田野》第二季 兴安岭上 第一集 春风拂绿 | CCTV纪录,https://www.youtube.com/watch?v=45vqRQ52Ixg
《希望的田野》第二季 兴安岭上 第二集 醉蝶花开 | CCTV纪录,https://www.youtube.com/watch?v=7w6GPrLKNTw
《希望的田野》第二季 兴安岭上 第三集 五彩秋意 | CCTV纪录,https://www.youtube.com/watch?v=lQnxm-Zly_s
《希望的田野》第二季 兴安岭上 第四集 瑞雪丰年 | CCTV纪录,https://www.youtube.com/watch?v=r8i_FDbJGtE
《田野上的大学》第一集 一所大学与一片土地的传奇故事 | CCTV纪录,https://www.youtube.com/watch?v=v8vsPb1JAgc
《田野上的大学》第二集 探索绿色农业发展之路 | CCTV纪录,https://www.youtube.com/watch?v=5CM91NvWU9E
《蒜收季节》第一集 蒜农的生活 | CCTV纪录,https://www.youtube.com/watch?v=vu0QoQ3dvPk
《蒜收季节》第二集 蒜农的选择 | CCTV纪录,https://www.youtube.com/watch?v=TYp8psOcxEk
《颠簸货运路》第一集 重担 | CCTV纪录,https://www.youtube.com/watch?v=-ON4xfQ_awA
《颠簸货运路》第二集 卡嫂 | CCTV纪录,https://www.youtube.com/watch?v=jQQFQaLLrcM
《颠簸货运路》第三集 父与子 | CCTV纪录,https://www.youtube.com/watch?v=9hd3156_Gq0
《颠簸货运路》第四集 家在车上 | CCTV纪录,https://www.youtube.com/watch?v=mrpeKXK-ocY
《颠簸货运路》第五集 再上拉萨 | CCTV纪录,https://www.youtube.com/watch?v=xyja0--PtL8
《颠簸货运路》第六集 货场 | CCTV纪录,https://www.youtube.com/watch?v=-ZOj8NbQ_78
《颠簸货运路》第七集 勇走天涯 | CCTV纪录,https://www.youtube.com/watch?v=dD9CCEuqJNc
《颠簸货运路》第八集 一路向北 | CCTV纪录,https://www.youtube.com/watch?v=YjoukXrjw_o
《颠簸货运路》第九集 再次出发 | CCTV纪录,https://www.youtube.com/watch?v=lMjQQkQ3nO4
《颠簸货运路》第十集 平凡之路 | CCTV纪录,https://www.youtube.com/watch?v=dCKKrJQEDPk
《造物者》第一集 自然的温度 | CCTV纪录,https://www.youtube.com/watch?v=M7Fh533Cb4s
《造物者》第二集 流转的时光 | CCTV纪录,https://www.youtube.com/watch?v=d66EWtKZPFk
《造物者》第三集 最美的情节 | CCTV纪录,https://www.youtube.com/watch?v=3w0fvQR_4fE
《造物者》第四集 舞动的春秋 | CCTV纪录,https://www.youtube.com/watch?v=ymSIXyNuK40
《造物者》第五集 时间的印记 | CCTV纪录,https://www.youtube.com/watch?v=KYLOqPSlgpQ
了解福建 从这片海开始《海上福建》第一集 向海而兴【CCTV纪录】,https://www.youtube.com/watch?v=_ou0Lp33aLc
《海上福建》第二集 相逢旧时光 | CCTV纪录,https://www.youtube.com/watch?v=7jfvcDJMTro
《海上福建》第三集 寄情海波浪 | CCTV纪录,https://www.youtube.com/watch?v=-4CuJkNP_38
《海上福建》第四集 探路新海潮 | CCTV纪录,https://www.youtube.com/watch?v=t2mcCBw10rw
《海上福建》第五集 爱拼才会赢 | CCTV纪录,https://www.youtube.com/watch?v=9309qAoipSQ
《海上福建》第六集 海丝古今 | CCTV纪录,https://www.youtube.com/watch?v=lNsZBpeHNnU
《海上福建》第七集 他乡 故乡 | CCTV纪录,https://www.youtube.com/watch?v=LIFOdxi0__E
《海上福建》第八集 你好 明天 | CCTV纪录,https://www.youtube.com/watch?v=buLt56u7MWM
《零点之后》第一集 “代”你回家 | CCTV纪录,https://www.youtube.com/watch?v=5hRH4CzxoYQ
《零点之后》第二集 艰难“初”生 | CCTV纪录,https://www.youtube.com/watch?v=OftHaEGcHQY
《零点之后》第三集 书店夜宿人 | CCTV纪录,https://www.youtube.com/watch?v=iwdfyN807pg
《零点之后》第四集 水上夜航人 | CCTV纪录,https://www.youtube.com/watch?v=BPYNHCsmtrU
《零点之后》第五集 小镇“围城” | CCTV纪录,https://www.youtube.com/watch?v=I7s5xf2Bb3Q
《零点之后》第六集 “研”路有你 | CCTV纪录,https://www.youtube.com/watch?v=HqQ2gLACjOM
《长江之恋》第一集 江苏 | CCTV纪录,https://www.youtube.com/watch?v=QYDnaE1UNgo
《长江之恋》第二集 浙江 | CCTV纪录,https://www.youtube.com/watch?v=wPSq9iVykcg
《长江之恋》第三集 湖南 | CCTV纪录,https://www.youtube.com/watch?v=NCeRqZ42EjY
《长江之恋》第四集 贵州 | CCTV纪录,https://www.youtube.com/watch?v=QhBi5e3tmVU
《长江之恋》第五集 云南 | CCTV纪录,https://www.youtube.com/watch?v=P8kI58VY9f4
《长江之恋》第六集 湖北 | CCTV纪录,https://www.youtube.com/watch?v=w-6bM78wAqI
《长江之恋》第七集 青海 | CCTV纪录,https://www.youtube.com/watch?v=rL_LKT5ySLQ
《长江之恋》第八集 江西 | CCTV纪录,https://www.youtube.com/watch?v=YHdZaH2C3bY
《长江之恋》第九集 四川 重庆 | CCTV纪录,https://www.youtube.com/watch?v=yCQd_GPcGTU
《长江之恋》第十集 安徽 上海 | CCTV纪录,https://www.youtube.com/watch?v=Wamadgt9mls
《预备起·秋分》 第一集 来自世界历史深处的文明曙光！领略五千年良渚文化散发的魅力之光  【CCTV纪录】,https://www.youtube.com/watch?v=17LoT40OE4Y
《预备起·秋分》第二集 用短视频为家乡农产品代言！他会如何“顺势而为”带动家乡农产品推向市场？【CCTV纪录】,https://www.youtube.com/watch?v=cLLkz48ySQg
《预备起·秋分》第三集 传统祭海仪式再现渔家古老典礼！潭门开渔节是渔民丰硕秋收的美好愿景【CCTV纪录】,https://www.youtube.com/watch?v=YhJ27HJh9Ho
《预备起·秋分》第四集 纯正的河南味儿！62岁农村大姐豫剧演唱韵味醇厚饱满令人称赞【CCTV纪录】,https://www.youtube.com/watch?v=DuaYUipzlD0
《预备起·秋分》第五集 木鼓声声谷飘香！阿佤人民敲锣鼓唱新歌祈盼大丰收【 CCTV纪录】,https://www.youtube.com/watch?v=2RRJERvy6Wo
《我们的征程》第一集 吾土吾民 | CCTV纪录,https://www.youtube.com/watch?v=W1PP2R43k7A
《我们的征程》第二集 制造脊梁 | CCTV纪录,https://www.youtube.com/watch?v=iEQakvfGv7Y
《我们的征程》第三集 芝麻开花 | CCTV纪录,https://www.youtube.com/watch?v=AtSw_2u_wUE
《我们的征程》第四集 发展之基 | CCTV纪录,https://www.youtube.com/watch?v=QoljUn-tmZM
《我们的征程》第五集 春风化雨 | CCTV纪录,https://www.youtube.com/watch?v=Rnq-kW98Ass
《我们的征程》第六集 国之利器 | CCTV纪录,https://www.youtube.com/watch?v=pqf_60w_aPc
《希望的田野·乌苏里新歌》| 讲述乌苏里沿岸脱贫奔小康中的动人故事,#genre#
《希望的田野·乌苏里新歌》第一集 生活在乌苏里江畔的赫哲族有着独具特色的民族风情 他们在改革开放后脱贫奔小康过程中有着怎样精彩生动的故事？【CCTV纪录】,https://www.youtube.com/watch?v=Os2nDe5oCDA
《希望的田野·乌苏里新歌》第二集 如此了不起！北大仓七十年沧桑巨变 如今已是现代化程度最高综合生产能力最强的商品粮基地【CCTV纪录】,https://www.youtube.com/watch?v=w55Ld9qP91c
《希望的田野·乌苏里新歌》第三集 台风将至的八五九农场进入“战时状态” 经过大雨的洗礼的乌苏里江畔仿佛焕然一新！【CCTV纪录】,https://www.youtube.com/watch?v=IvjyhubAguk
《希望的田野·乌苏里新歌》第四集 乌苏里江畔稻浪翻滚一片金黄 空气中弥漫着丰收的喜悦飘荡着丰收的战歌！【CCTV纪录】,https://www.youtube.com/watch?v=cy7IOaG7QXY
《我的中国缘》| 讲述中国与世界各种各样精彩的结缘故事,#genre#
《我的中国缘》第一集 中国古代的哲学思想日益彰显出它的独特魅力 在遥远的地方跨越时间和空间成为人们的精神财富！【CCTV纪录】,https://www.youtube.com/watch?v=FVxWBH_EW0A
《我的中国缘》第二集 两千多年前先辈们在荒漠中开辟了一条“友谊”之桥 如今的青年人也将携手互助共同续写中哈之间这段特殊的友谊！【CCTV纪录】,https://www.youtube.com/watch?v=X8ZVNm9wSXc
《我的中国缘》第三集 中国与土耳其的故事从丝绸之路开始 而当今两国人民又是如何因中国文化结缘的？【CCTV纪录】,https://www.youtube.com/watch?v=Eet7GAU6240
《我的中国缘》第四集 一本《马可·波罗游记》开启了中意之间的奇妙缘分 丝路又是如何把中国文化传向四方并呈现出勃勃生机的呢？【CCTV纪录】,https://www.youtube.com/watch?v=4nk1l1EKYqw
《我的中国缘》第五集 这群“中国迷”过着中西合璧的别样人生 他们是如何平衡人生中的重要两端？【CCTV纪录】,https://www.youtube.com/watch?v=7H_psDkX9_M
《我的中国缘》第六集 剑桥大学二十年多来每年都会举办端午龙舟节 当龙舟遇到皮划艇会有怎样有趣的故事呢？【CCTV纪录】,https://www.youtube.com/watch?v=_B6Iud6jV2o
《航拍中国》第一季 | 精彩看点,#genre#
大自然的鬼斧神工 在江西庐山西海创造出一座心形岛屿《航拍中国》第一季 江西【CCTV纪录】,https://www.youtube.com/watch?v=p04dpr3w23k
同流合污 泾渭分明 这些成语里的景观原来描述的是同一条河流！《航拍中国》第一季 陕西【CCTV纪录】,https://www.youtube.com/watch?v=9k-VTSgCVi8
