 金戈铁马（骑兵篇）,#genre#
 王立群说成语 6 “饭”中有局 20141009,https://www.youtube.com/watch?v=7zSPcJqVaZg
 王立群说成语 7 狂舞的流言 20141010,https://www.youtube.com/watch?v=CxmeJ4-z_s8
 王立群说成语 8 欲望双面胶 20141011,https://www.youtube.com/watch?v=aKnt7FQea9k
 王立群说成语 9 看穿“大师”的骗局 20141012,https://www.youtube.com/watch?v=hMWX8dZydmA
 王立群说成语 10 顽皮的舌头 20141013,https://www.youtube.com/watch?v=a0weaDP_hdo
王立群读宋史宋太宗（第二部）21 千秋功过 宋太宗是一个怎样的皇帝？清人为何对宋太宗没有好感？| CCTV官方频道,https://www.youtube.com/watch?v=QKMWuR4f3Do
王立群读宋史宋太宗（第二部）20 寡人无疾 坐拥六宫粉黛 绯闻女友众多 宋太宗是真的好色 还是后人给他泼脏水呢？| CCTV官方频道,https://www.youtube.com/watch?v=GW1y6B26kzM
王立群读宋史宋太宗（第二部）19 太宗一日 宋太宗一天当中都会做些什么事情？跟随王立群教授了解宋太宗一日工作安排,https://www.youtube.com/watch?v=M6zxircmaDY
王立群读宋史宋太宗（第二部）18 赵恒登基  宋真宗赵恒怎么坐上皇位的？| CCTV官方频道,https://www.youtube.com/watch?v=rXSSUNBpON8
名师特辑 · 郦波 | 古典文学的深情隽永,#genre#
千古爱情 1 来自星星的你【 20150818】,https://www.youtube.com/watch?v=DxOuOA8Y5Xc
千古爱情 2 相聚在星空下  【 20150819】,https://www.youtube.com/watch?v=ddiOPrviHVc
千古爱情 3 万里寻夫  【 20150820】,https://www.youtube.com/watch?v=OJoYxX-54mM
千古爱情 4 惊天一哭  【 20150821】,https://www.youtube.com/watch?v=qSYPlStlj1k
千古爱情 5 始有凤求凰  【 20150822】,https://www.youtube.com/watch?v=t_BSPnWqi3I
千古爱情 6 愿得一心人  【 20150823】,https://www.youtube.com/watch?v=e5Kz8ffC6yQ
千古爱情 7 一曲乐府断人肠  【 20150824】,https://www.youtube.com/watch?v=pe-Zv0my9qo
千古爱情 8 当爱情遭遇婚姻  【 20150825】,https://www.youtube.com/watch?v=AHTaX1QksTg
千古爱情 9 此情可待成追忆  【 20150826】,https://www.youtube.com/watch?v=iUz7ywgqZXs
千古爱情 10 只是当时已惘然  【 20150827】,https://www.youtube.com/watch?v=dkexo5Jpo_E
20131124  大明脊梁张居正 20 大传张居正,https://www.youtube.com/watch?v=y0wyV1gqyaI
20131123  大明脊梁张居正 19 死后的噩梦,https://www.youtube.com/watch?v=Yhbudwavhvo
20131122  大明脊梁张居正 18 爱与恨之间,https://www.youtube.com/watch?v=VHoCfJvjJN8
20131121  大明脊梁张居正 17 拔刀下跪,https://www.youtube.com/watch?v=qcEQ5gF_0ys
20131120  大明脊梁张居正 16 守孝惹出的麻烦,https://www.youtube.com/watch?v=TtS9u8wtipk
20131119  大明脊梁张居正 15 一条鞭法和两条长城,https://www.youtube.com/watch?v=WlrqMBwUvKQ
20131118  大明脊梁张居正 14 冷箭防不胜防,https://www.youtube.com/watch?v=0oymlabAzuE
20131117  大明脊梁张居正 13 新政从用人开始,https://www.youtube.com/watch?v=YwvFGNTphDo
20131116  大明脊梁张居正 12 小意外引发的大危机,https://www.youtube.com/watch?v=94kVnbi7TEk
20131115  大明脊梁张居正 11 惊人的历史真相,https://www.youtube.com/watch?v=IZEnBfx_gR0
20131114  大明脊梁张居正 10 漏洞百出的明史,https://www.youtube.com/watch?v=A7Udl4LgYos
20131113  大明脊梁张居正 09 宰相打架为哪般,https://www.youtube.com/watch?v=7PUW5-UnYc4
20131112  大明脊梁张居正 08 边关三娘子,https://www.youtube.com/watch?v=EjOH-K92foU
20131111  大明脊梁张居正 07 君子之交,https://www.youtube.com/watch?v=dNiHxbUUjiI
20131110  大明脊梁张居正 06 智慧的三字经,https://www.youtube.com/watch?v=9IvHcYeGhUg
20131109  大明脊梁张居正 05 人生的选择,https://www.youtube.com/watch?v=65HOiB3jHhU
20131108  大明脊梁张居正 04 初入职场,https://www.youtube.com/watch?v=4BOI7mbcSSM
20131107  大明脊梁张居正 03 中举带来的打击,https://www.youtube.com/watch?v=8hfqHiG6RzU
20131106  大明脊梁张居正 02 当天才遭遇挫败,https://www.youtube.com/watch?v=F_jxTP_--8I
20131105  大明脊梁张居正 01 皇帝的老师不好当,https://www.youtube.com/watch?v=eIeQsEXKGnk
名师特辑 · 蒙曼 | 温柔而深沉的隋唐艳影,#genre#
魅惑李治，心狠手辣上位杀女！从唐太宗才人到唐高宗皇后，一口气看完武则天励志又血腥的上位史女皇武则天 上集| CCTV官方频道,https://www.youtube.com/watch?v=W45nMCvYJwg
史上最成功的女性，二婚逆袭千古第一女帝！从与儿子斗法、血洗皇室宗亲到重用酷吏、男宠干政，揭秘武则天权谋斗争的传奇人生女皇武则天 下集| CCTV官方频道,https://www.youtube.com/watch?v=mSLM1mhVyBI
蒙曼 女皇武则天 01 不要问我从哪里来 20130901,https://www.youtube.com/watch?v=i6VRqPKLJPM
蒙曼 女皇武则天 02 太宗不爱武则天 20130902,https://www.youtube.com/watch?v=3HbqnL2UBco
蒙曼 女皇武则天 03 用爱情改变命运 20130903,https://www.youtube.com/watch?v=4wsVJ9J3L_I
蒙曼 女皇武则天 04 "剩女"也有春天 20130904,https://www.youtube.com/watch?v=z4LqkNURY0Y
蒙曼 女皇武则天 05 为"皇后"而战 20130905,https://www.youtube.com/watch?v=uDsyOmk_9t8
蒙曼 女皇武则天 06 小女人的一声吼 20130906,https://www.youtube.com/watch?v=WW90h_MdRZ4
蒙曼 女皇武则天 07 新皇后的三把火 20130907,https://www.youtube.com/watch?v=Hd9nANT1kFM
蒙曼 女皇武则天 08 捕杀最后的大鱼 20130908,https://www.youtube.com/watch?v=vjgsHcZsjN8
蒙曼 女皇武则天 09 国母的家务事 20130909,https://www.youtube.com/watch?v=zsdp2h_fjdw
蒙曼 女皇武则天 10 面对权力的爱情 20130910,https://www.youtube.com/watch?v=rNY-X4haeW4
蒙曼 女皇武则天 11 天上有两个太阳 20130911,https://www.youtube.com/watch?v=XcHZI37O_8g
蒙曼 女皇武则天 12 皇后也有升级版 20130912,https://www.youtube.com/watch?v=PREMuFFmyys
蒙曼 女皇武则天 13 无情最是帝王家 20130913,https://www.youtube.com/watch?v=8bY2ndXYmBc
蒙曼 女皇武则天 14 与儿子斗法 20130914,https://www.youtube.com/watch?v=t4AyhRSlExE
蒙曼 女皇武则天 15 唐高宗的遗嘱 20130915,https://www.youtube.com/watch?v=5-zdZyFChAA
蒙曼 女皇武则天 16 被权力吞噬的母爱 20130916,https://www.youtube.com/watch?v=jGD7cW32MYA
蒙曼 女皇武则天 17 轻松摆平大叛乱 20130917,https://www.youtube.com/watch?v=hOjm_06SmnU
蒙曼 女皇武则天 18 斩杀拦路虎 20130918,https://www.youtube.com/watch?v=ZHyf77YTk6s
蒙曼 女皇武则天 19 血洗皇室宗亲 20130919,https://www.youtube.com/watch?v=fWctsFv6yZo
蒙曼 女皇武则天 20 独一无二的女皇帝 20130920,https://www.youtube.com/watch?v=qahhze8IqZY
蒙曼 女皇武则天 21 重用酷吏 20130921,https://www.youtube.com/watch?v=eUhGhMRe5LA
蒙曼 女皇武则天 22 用酷吏结束酷吏政治 20130922,https://www.youtube.com/watch?v=jOHfhE_j_5o
蒙曼 女皇武则天 23 君子满朝治天下 20130923,https://www.youtube.com/watch?v=NTDqAk5j_MY
蒙曼 女皇武则天 24 女皇交班也纠结 20130924,https://www.youtube.com/watch?v=Pi4krPmMh5o
蒙曼 女皇武则天 25 忍痛还位庐陵王 20130925,https://www.youtube.com/watch?v=7Ua53aVpI0I
蒙曼 女皇武则天 26 女皇也怕老 20130926,https://www.youtube.com/watch?v=U3NiaSpsun0
蒙曼 女皇武则天 27 女皇的第一男宠 20130927,https://www.youtube.com/watch?v=fmekUqL2kiY
蒙曼 女皇武则天 28 男宠也干政 20130928,https://www.youtube.com/watch?v=Uy4NiiD4Ovs
蒙曼 女皇武则天 29 谁敢动我的宝贝 20130929,https://www.youtube.com/watch?v=S1PW8j7PWYI
蒙曼 女皇武则天 30 逼宫长生殿 20130930,https://www.youtube.com/watch?v=0ItJ9h_8k-E
蒙曼 女皇武则天 31 大唐新气象 2013100,https://www.youtube.com/watch?v=y_RJao1hONc
蒙曼 女皇武则天 32 这个女人不寻常 20131002,https://www.youtube.com/watch?v=H6x8KpvZTe0
20131127  唐玄宗与杨贵妃 01 繁花似锦的天宝时代,https://www.youtube.com/watch?v=1ozKsQ97Ne0
20131128  唐玄宗与杨贵妃 02 想说爱你不容易,https://www.youtube.com/watch?v=es3kzOa3duQ
20131129  唐玄宗与杨贵妃 03 相爱容易相处难,https://www.youtube.com/watch?v=YK7UyT5mwF8
20131130  唐玄宗与杨贵妃 04 诗仙醉写赞美诗,https://www.youtube.com/watch?v=soTZ-NCIhkQ
20131201  唐玄宗与杨贵妃 05 温柔乡里酿危机,https://www.youtube.com/watch?v=-YOMS3OihVQ
20131202  唐玄宗与杨贵妃 06 杨国舅的发迹史,https://www.youtube.com/watch?v=3eojcx5HnZk
20131203  唐玄宗与杨贵妃 07 生死两重天,https://www.youtube.com/watch?v=7tE85vHboKA
20131204  唐玄宗与杨贵妃 08 怠政华清池,https://www.youtube.com/watch?v=5d6MSlYobio
20131205  唐玄宗与杨贵妃 09 偷羊贼的发迹史,https://www.youtube.com/watch?v=zAGYsappoLM
20131206  唐玄宗与杨贵妃 10 皇帝向左宰相向右,https://www.youtube.com/watch?v=dybFXpIjKMI
20131207  唐玄宗与杨贵妃 11 干儿子的反目,https://www.youtube.com/watch?v=fcvbqYxtAcw
20131208  唐玄宗与杨贵妃 12 爱的最后一道防线,https://www.youtube.com/watch?v=fa9V65WlIeE
20131209  唐玄宗与杨贵妃 13 江山与美人的抉择,https://www.youtube.com/watch?v=Loe9mAL7FAc
20131210  唐玄宗与杨贵妃 14 父子的皇位游戏,https://www.youtube.com/watch?v=x3ZwdbTej7Y
20131211  唐玄宗与杨贵妃 15 太平天子的谢幕,https://www.youtube.com/watch?v=PMHqA3H8zVg
王立群读史记秦始皇 | 千古一帝秦始皇之是非功过,#genre#
从养马立国到变法称王，再到一统天下，秦国是如何一步步崛起的？一口气读懂秦始皇嬴政的一生 王立群读史记秦始皇（上部）| CCTV官方频道,https://www.youtube.com/watch?v=CeIubNvCLUY
从独霸一方到吞并六国，他以完成统一大业而名垂千古 从巩固统一到加强集权，他因实施暴政而遭千古骂名 听王立群解读千古一帝秦始皇的功过是非 王立群读史记秦始皇（下部）| CCTV官方频道,https://www.youtube.com/watch?v=6ljMT1EUKDY
 王立群读史记——秦始皇（四十七）难说再见 20111231,https://www.youtube.com/watch?v=x2Lw51uylHs
 王立群读史记——秦始皇（四十六）千古一帝 20111230,https://www.youtube.com/watch?v=xzOdceBQjz0
 王立群读史记——秦始皇（四十五）唐人论秦 20111229,https://www.youtube.com/watch?v=-fimMbxlyKc
 王立群读史记——秦始皇（四十四）汉儒评秦 20111228,https://www.youtube.com/watch?v=1c2IupQyHCA
 王立群读史记——秦始皇（四十三）盗陵毁陵之谜 20111227,https://www.youtube.com/watch?v=ZVoJH3-No2Q
 王立群读史记——秦始皇（四十二）皇陵之谜 20111226,https://www.youtube.com/watch?v=jN4FQtMR2A4
 王立群读史记——秦始皇（四十一） 子婴亡国 20111225,https://www.youtube.com/watch?v=ce1OTK1Od-c
王立群读史记——秦始皇（四十）赵高之死 20111224,https://www.youtube.com/watch?v=2YYyhMhqYvo
 王立群读史记——秦始皇（三十八）李斯之死 20111222,https://www.youtube.com/watch?v=1DpZmUN5_j0
 王立群读史记——秦始皇（三十七）巩固帝位 20111221,https://www.youtube.com/watch?v=aoCpD1iDlo0
 王立群读史记——秦始皇（三十六）二世诈立 20111220,https://www.youtube.com/watch?v=sa9-1dacHYg
 王立群读史记——秦始皇（三十五） 李斯变节 20111219,https://www.youtube.com/watch?v=aGrVBhLs4nA
 王立群读史记——秦始皇（三十四）沙丘政变 20111218,https://www.youtube.com/watch?v=CBo6Z4chyBo
 王立群读史记——秦始皇（三十三） 秘不发丧 20111217,https://www.youtube.com/watch?v=SyQwCJoO37Y
 王立群读史记——秦始皇（三十二） 秦始皇之死 20111216,https://www.youtube.com/watch?v=1iQVnNVzYH4
 王立群读史记——秦始皇（三十一） 焚书坑儒 20111215,https://www.youtube.com/watch?v=JeT2s87uuxE
 王立群读史记——秦始皇（三十）生死茫茫 秦始皇派徐福出海寻找仙药 20111214,https://www.youtube.com/watch?v=fBmaOhBTuYA
 王立群读史记——秦始皇（二十九） 万里长城 20111213,https://www.youtube.com/watch?v=rWeroknwJks
 王立群读史记——秦始皇（二十八）统一制度 20111212,https://www.youtube.com/watch?v=CLnG6q0ZArA
 王立群读史记——秦始皇（二十七） 集权皇帝 20111211,https://www.youtube.com/watch?v=Scg0Chs7h84
 王立群读史记——秦始皇（二十六）六世余烈 20111210,https://www.youtube.com/watch?v=3_9CuusbiVw
 王立群读史记——秦始皇（二十五） 股肱之臣 20111209,https://www.youtube.com/watch?v=RY1UgRo2cEU
 王立群读史记——秦始皇（二十四）不战而降 20111208,https://www.youtube.com/watch?v=8qK354rJiI0
 王立群读史记——秦始皇（二十二）秦灭燕国 20111206,https://www.youtube.com/watch?v=q50fTTC3jBs
 王立群读史记——秦始皇（二十一） 水淹大梁 20111205,https://www.youtube.com/watch?v=7CpwH2m5a7o
 王立群读史记——秦始皇（二十）赵国之亡 20111204,https://www.youtube.com/watch?v=5nQAxvBbEdI
 王立群读史记——秦始皇（十九） 邯郸之战 20111203,https://www.youtube.com/watch?v=i3zW7towOlU
 王立群读书记——秦始皇（十八）长平之战 20111202,https://www.youtube.com/watch?v=Vmud_ilu7rg
 王立群读史记——秦始皇（十七） 秦赵之争 20111201,https://www.youtube.com/watch?v=rnEGKegzQzs
 王立群读史记）——秦始皇（十六）赵武灵王 20111130,https://www.youtube.com/watch?v=3bls8pHH7qw
 王立群读史记——秦始皇（十五） 韩国之亡 20111129,https://www.youtube.com/watch?v=LGv-qN8vIA8
 王立群读史记——秦始皇（十四）三家分晋 20111128,https://www.youtube.com/watch?v=3tJfFnr-rwA
 王立群读史记——秦始皇（十三） 韩氏初兴 20111127,https://www.youtube.com/watch?v=VINk0SCMGlI
 王立群读史记——秦始皇（十二）通天大计 20111126,https://www.youtube.com/watch?v=Jb1mbKSUh4c
 王立群读史记——秦始皇（十一）李斯为政 20111125,https://www.youtube.com/watch?v=1Us-Ad__pDk
 王立群读史记——秦始皇（九）赵姬之乱 20111123,https://www.youtube.com/watch?v=xzl1wyDmCJo
 王立群读史记——秦始皇（八）生父之谜 20111122,https://www.youtube.com/watch?v=TKNkb0P0qMY
王立群读史记——秦始皇（七）异人奇缘 20111121,https://www.youtube.com/watch?v=XZL6STKOYsk
王立群读史记——秦始皇（六）昭王称霸 20111120,https://www.youtube.com/watch?v=xTMeM0hgTDQ
王立群读史记——秦始皇（五）合纵连横 20111119,https://www.youtube.com/watch?v=zr1C9xSL4Zk
王立群读史记——秦始皇（四）商鞅变法 20111118,https://www.youtube.com/watch?v=gzsHzjgaD_8
王立群读史记——秦始皇（三）穆公东扩 20111117,https://www.youtube.com/watch?v=OAjnBg6wpU4
 王立群读史记——秦始皇（二）襄公立国 20111116,https://www.youtube.com/watch?v=zdQgVRZweNw
王立群读史记——秦始皇（一）荆轲刺秦王 20111115,https://www.youtube.com/watch?v=caLt7zOyqx8
王立群读史记讲述真实秦始皇,https://www.youtube.com/watch?v=-JCIo273pME
 末代皇帝溥仪,#genre#
溥仪（第一部） 1 最后一位天子的出生   20150420,https://www.youtube.com/watch?v=4Y581DALdhY
溥仪（第一部） 2 小皇帝登基  20150421,https://www.youtube.com/watch?v=RfYUlJ9Cd2E
溥仪（第一部） 3 神秘的宫中规矩   20150422,https://www.youtube.com/watch?v=k4PCTrmDqhg
溥仪（第一部） 4 读书闹出人命  20150423,https://www.youtube.com/watch?v=DxtF8TBRol8
溥仪（第一部） 5 小皇帝的畸形爱恨    20150424,https://www.youtube.com/watch?v=PvkgE52wM6E
溥仪（第一部） 6 暴虐小皇帝  20150425,https://www.youtube.com/watch?v=1XmxIZhuB4I
溥仪（第一部） 7 龙椅的致命诱惑  20150426,https://www.youtube.com/watch?v=vE__QVZQMqs
溥仪（第一部） 8 溥仪会亲  20150427,https://www.youtube.com/watch?v=GZNsO4fcXkY
溥仪（第一部） 9 皇帝顽童 20150428,https://www.youtube.com/watch?v=dubrVW7h6WU
溥仪 (第一部) 10 溥仪生母自杀之谜  20150429,https://www.youtube.com/watch?v=VixX4I6B8To
末代皇帝溥仪（一）慈禧的"算盘" 20101113,https://www.youtube.com/watch?v=JIrFMW4PRrw
末代皇帝溥仪（二）两宫驾崩 20101114,https://www.youtube.com/watch?v=Nb2SaM6fydU
末代皇帝溥仪（三）摄政王的苦恼 20101115,https://www.youtube.com/watch?v=kakA6BXdhcg
末代皇帝溥仪（四）罢黜袁世凯 20101116,https://www.youtube.com/watch?v=45GQPIthqzQ
末代皇帝溥仪（五）六岁退位 20101117,https://www.youtube.com/watch?v=oXbptWfruws
末代皇帝溥仪（六）风云突变 20101118,https://www.youtube.com/watch?v=mNlIYvNvsl0
末代皇帝溥仪（七）振翅欲飞 20101119,https://www.youtube.com/watch?v=gKOKFnxkkog
末代皇帝溥仪（八）少年夫妻 20101120,https://www.youtube.com/watch?v=96VjwIY_7gs
末代皇帝溥仪（九）被逐出宫 20101121,https://www.youtube.com/watch?v=8GeeYYed_ms
末代皇帝溥仪（十）东陵浩劫 20101122,https://www.youtube.com/watch?v=XCbd30zAlV4
末代皇帝溥仪（十一）津门彷徨 20101123,https://www.youtube.com/watch?v=jgWlvtO-ops
末代皇帝溥仪（十二）潜往东北 20101124,https://www.youtube.com/watch?v=iq7_cJX92jM
末代皇帝溥仪（十三）粉墨登场 20101125,https://www.youtube.com/watch?v=OQZah1iN_eM
末代皇帝溥仪（十四）傀儡抗主 20101126,https://www.youtube.com/watch?v=EsvgT9jse14
末代皇帝溥仪（十五）关东军的高压 20101127,https://www.youtube.com/watch?v=jIdGOir9OKU
末代皇帝溥仪（十六）政治联姻 20101128,https://www.youtube.com/watch?v=gjpPqVDUm9Y
末代皇帝溥仪（十七）忍辱偷生 20101129,https://www.youtube.com/watch?v=j_npydSgBEs
末代皇帝溥仪（十八）伪皇退位 20101130,https://www.youtube.com/watch?v=4ALhY-Z4cYE
末代皇帝溥仪（十九）沈阳被俘 20101201,https://www.youtube.com/watch?v=D7_P418RWME
末代皇帝溥仪（二十）引渡回国 20101202,https://www.youtube.com/watch?v=-HwRmNG4LmY
末代皇帝溥仪（二十一）走向新生 20101203,https://www.youtube.com/watch?v=2S1XaG8_-nM
20141211   末代皇族的新生（下部） 14 走向新生,https://www.youtube.com/watch?v=bIvPZ_1EaaE
20141210   末代皇族的新生（下部） 13 皇家团圆饭,https://www.youtube.com/watch?v=ZDKH8W7yc2w
20141209   末代皇族的新生（下部） 12 扫帚大叔,https://www.youtube.com/watch?v=9QoD331w79g
20141208   末代皇族的新生（下部） 11 私立的皇子,https://www.youtube.com/watch?v=6Jl89_Dp3Fc
20141207   末代皇族的新生（下部） 10 “格格”创业,https://www.youtube.com/watch?v=9rMOi-cm7po
20141206   末代皇族的新生（下部） 9 流浪的皇妹,https://www.youtube.com/watch?v=uecgpAWtmc4
20141205   末代皇族的新生（下部） 8 摆摊皇叔的底线,https://www.youtube.com/watch?v=oxOdiqBy3tw
20141204   末代皇族的新生（下部） 7 溥仪的再度姻缘,https://www.youtube.com/watch?v=pQnsxdYe8hs
20141203  末代皇族的新生（下部） 6 冷暖两重天,https://www.youtube.com/watch?v=2OaMpKa57CA
20141202 末代皇族的新生（下部） 5 皇兄与难弟,https://www.youtube.com/watch?v=ISos1q8pe0U
20141201  末代皇族的新生（下部） 4 皇弟的婚姻,https://www.youtube.com/watch?v=UFAo9TeAbYk
20141130 末代皇族的新生（下部） 3 皇族的百姓生活,https://www.youtube.com/watch?v=5xz9l3OvAL0
20141129 末代皇族的新生（下部） 2 惊别紫禁城,https://www.youtube.com/watch?v=-WNoqHTDCVg
20141128  末代皇族的新生（下部） 1 后妃争位战,https://www.youtube.com/watch?v=1O2OidkusoQ
  20130831 末代皇族的新生7 溥仪大婚秘闻,https://www.youtube.com/watch?v=rhM6qL-Oyeo
  20130825 末代皇族的新生 1 远去的皇族,https://www.youtube.com/watch?v=8qA7NybTsv8
  20130826 末代皇族的新生 2 传奇皇叔,https://www.youtube.com/watch?v=EziMfBVUbYc
20130827 末代皇族的新生 3 皇叔御前出丑,https://www.youtube.com/watch?v=bp7QZDcVKlM
  20130828 末代皇族的新生 4 清宫无间道,https://www.youtube.com/watch?v=OnSTQC1aIFg
 2007年~2011年精彩节目欣赏,#genre#
 2011年 第72期 血性男儿,https://www.youtube.com/watch?v=hU39wfkIHRQ
 2011年 第133期 盐铁官营,https://www.youtube.com/watch?v=GgRcVFtf06Y
 2011年 第118期 居官以坚忍为第一要义,https://www.youtube.com/watch?v=GMpOO8FZVsM
 2011年 第130期 商祖白圭,https://www.youtube.com/watch?v=9scjgGOuaeQ
 2011年 第125期 贩夫治国,https://www.youtube.com/watch?v=vo32BdrFyJY
 2011年 第121期 作育人才以图自强,https://www.youtube.com/watch?v=v_LbcN171BE
 2011年 第120期 用人四部曲,https://www.youtube.com/watch?v=sZUWKOqKuIY
 2011年 第126期 鲍叔识人,https://www.youtube.com/watch?v=W_8lCz_QzMM
 2011年 第129期 陶朱教子,https://www.youtube.com/watch?v=SeRuGpS-cBY
 2011年 第124期 商人出世,https://www.youtube.com/watch?v=NjlXUxD9W40
 2011年 第122期 无愧于兄弟,https://www.youtube.com/watch?v=ACKdJSMVMYg
 2011年 第123期 自立立人 自达达人,https://www.youtube.com/watch?v=A6Hu5JRJSw4
 2011年 第106期 痛失双杰,https://www.youtube.com/watch?v=sObid1uTJrA
 2011年 第109期 霸王之死,https://www.youtube.com/watch?v=ZdqSLjjqCF8
 2011年 第99期 用人有道,https://www.youtube.com/watch?v=78YvKywu_Nk
 2011年 第110期 谁来拯救笨小孩,https://www.youtube.com/watch?v=2OySYHrNWkM
 2011年 第113期 养得胸中一种恬静,https://www.youtube.com/watch?v=znzPwTsdxlU
 2011年 第104期 鸿门风云,https://www.youtube.com/watch?v=yst-FRNoxdI
 2011年 第103期 破釜沉舟,https://www.youtube.com/watch?v=xok4YmZYaRM
 2011年 第119期 用人必先知人,https://www.youtube.com/watch?v=sOPsy34Rvws
 2011年 第116期 养活一团春意思,https://www.youtube.com/watch?v=nuWr3C6A3EE
 2011年 第101期 会稽起兵,https://www.youtube.com/watch?v=nCULTDyzFFE
 2011年 第102期 横空出世,https://www.youtube.com/watch?v=m81gli4_r1A
 2011年 第100期 立志图秦,https://www.youtube.com/watch?v=jm2WGoWaqDg
 2011年 第115期 小家里的大智慧,https://www.youtube.com/watch?v=imQ_BxlpMvE
 2011年 第111期 无一日不读书,https://www.youtube.com/watch?v=gLo_2xlhdn8
 2011年 第105期 裂土封侯,https://www.youtube.com/watch?v=aUuCL0JPTh8
 2011年 第108期 楚河汉界,https://www.youtube.com/watch?v=PaUpsmtpbUY
 2011年 第114期 最败人的两个字,https://www.youtube.com/watch?v=BcFty-tVoFQ
 2011年 第117期 人但有恒事无不成,https://www.youtube.com/watch?v=AHJjAn5y9KE
 2011年 第107期 智救彭城,https://www.youtube.com/watch?v=5I_ANUBmthQ
 2011年 第112期 撑起两根穷骨头,https://www.youtube.com/watch?v=0KD25m2APD4
 2011年 第93期 死因之辩,https://www.youtube.com/watch?v=z21nriW4i7k
 2011年 第80期 幸运之歌,https://www.youtube.com/watch?v=ydO2ikRsFV0
 2011年 第87期 爱子封王,https://www.youtube.com/watch?v=xlXwGGkj9TE
 2011年 第92期 反乎冤乎,https://www.youtube.com/watch?v=xYTa3svbMss
 2011年 第89期 封王之路,https://www.youtube.com/watch?v=wPJgSjlAvcY
 2011年 第91期 成败萧何,https://www.youtube.com/watch?v=rF-5r58nn2Y
 2011年 第82期 军功封侯,https://www.youtube.com/watch?v=odDpi3AB1oA
 2011年 第85期 太上皇帝,https://www.youtube.com/watch?v=fA0FCYvGhfs
 2011年 第96期 英雄末路,https://www.youtube.com/watch?v=eqH8meHhimg
 2011年 第94期 将星陨落,https://www.youtube.com/watch?v=bSt0g8lnU_w
 2011年 第79期 吕氏英杰,https://www.youtube.com/watch?v=a-esGX_szfQ
 2011年 第97期 自信人生,https://www.youtube.com/watch?v=ZFfCq0UPxY8
 2011年 第86期 白登之围,https://www.youtube.com/watch?v=WmcdWrUh3bc
 2011年 第98期 魅力四射,https://www.youtube.com/watch?v=JgQMbNdkXNk
 2011年 第84期 刘姓封王,https://www.youtube.com/watch?v=JRCegTMcyow
 2011年 第83期 第一功臣,https://www.youtube.com/watch?v=JEsPH51TIqE
 2011年 第95期 高祖还乡,https://www.youtube.com/watch?v=FlsuRsfWcOI
 2011年 第88期 夺储之祸,https://www.youtube.com/watch?v=5Qk1i9wz8-w
 囚徒天子光绪,#genre#
 20111113 囚徒天子光绪（十六）母子西逃记,https://www.youtube.com/watch?v=yzWqxJYRrEM
 20111112 囚徒天子光绪（十五） 荒唐的宣战,https://www.youtube.com/watch?v=ihZOnbUDe5w
 20111111 囚徒天子光绪（十四）天子的"下课"危机,https://www.youtube.com/watch?v=6lMNXS9VmjA
 20111110 囚徒天子光绪（十三） 血染帝都的政变,https://www.youtube.com/watch?v=WyGcXaXlyMk
 20111109 囚徒天子光绪（十二）戊戌年的那些往事,https://www.youtube.com/watch?v=QqU3EsJoakg
 20111108 囚徒天子光绪（十一）当光绪遇见康有为,https://www.youtube.com/watch?v=2wVq5CozBPg
 20111107 囚徒天子光绪（十）天涯何处是神州,https://www.youtube.com/watch?v=iqk42byrXkg
 20111106 囚徒天子光绪（九）狼烟在东方升起,https://www.youtube.com/watch?v=kpdo_T-OcHU
 20111105 囚徒天子光绪（八）后宫的烦恼,https://www.youtube.com/watch?v=fQQL6lR1Q8I
 20111104 囚徒天子光绪（七）叫声父亲真的很难,https://www.youtube.com/watch?v=6AX6F7tV0fE
 20111103 囚徒天子光绪（六）凄惨的婚事,https://www.youtube.com/watch?v=2YqcUbCCXB8
 20111102 囚徒天子光绪（五）其实不想走,https://www.youtube.com/watch?v=4chdmWG9ZsY
 20111101 囚徒天子光绪（四）三驾马车的急转弯,https://www.youtube.com/watch?v=1h6YO1yQtSg
 20111031 囚徒天子光绪（三）是谁舍得一身剐,https://www.youtube.com/watch?v=bG6B4AA_YeU
 20111030 囚徒天子光绪（二）饥肠辘辘的小皇帝,https://www.youtube.com/watch?v=X8bmpIV9EgI
 20111029 囚徒天子光绪（一）飞来的皇冠,https://www.youtube.com/watch?v=4KKl3QrbSJs
 科学巨著,#genre#
 20120204 千年一笔谈（九）丰碑探秘,https://www.youtube.com/watch?v=UugnhJm9EgQ
 20120203 千年一笔谈（八）广陵绝响,https://www.youtube.com/watch?v=ifToBPA9Ss0
 20120202 千年一笔谈（七）因病成医,https://www.youtube.com/watch?v=kpmt38NLhhc
 20120201 千年一笔谈（六）军史留名,https://www.youtube.com/watch?v=E5M-7hSyY5g
 20120131 千年一笔谈（五）地图瑰宝,https://www.youtube.com/watch?v=iG4ptR36kCk
 20120130 千年一笔谈（四）汴水留影,https://www.youtube.com/watch?v=dXyTKL4radw
 20120129 千年一笔谈（三）沧海桑田,https://www.youtube.com/watch?v=KUbD7tNSDI4
 20120128 千年一笔谈（二）改历奇人,https://www.youtube.com/watch?v=SDOr8qq8N_Q
 20120127 千年一笔谈（一）九百年前畅销书,https://www.youtube.com/watch?v=roh-jVT5JJM
