【感人亲情】,#genre#
【全集完结】《我叫江绮遇》重生炮灰女配逆袭记：退婚后我勇闯恋综，撩翻霸总打脸渣男！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=dcMleqaBfPA
【全集完结】《把回忆拼好给你》重生七零年代，阮七七狂撕渣男！又飒又疯的操作俘获司令公子，强强联手虐渣爽翻天！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=cu8NIORv8zs
【全集完结】《卷自己不如卷老公》全职太太一朝幡然醒悟：自己努力卷十年，不如把老公卷出人上人！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=ihfbkF_li3c
【全集完结】《穿成秀女，我一路攀登成为贵妃》现代女白领穿越成选秀宫女，凭借高情商与谋略，从低位秀女一路逆袭。宫墙之内，她的传奇才刚刚开始……都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=hvNT5JGxDOY
【全集完结】《红妆谋》前太傅千金下嫁西北大将军，却遭宠妾陆芊芊百般刁难，更被皇后夺走亲生骨肉。她隐忍蛰伏，誓要让仇人血债血偿！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=SxCEnHcC04g
【全集完结】《美人为陷诱他出局》婚姻表象暗藏背叛！目睹丈夫与秘书私情，意外揭露惊人内幕？！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=VVahiyIRttc
【全集完结】《等风等她再回头》看透自己在夫家心中无足轻重，她假借失忆斩断婚姻投身事业。丈夫生疑后疯狂挽回，父子联手逼迫复婚，她却陷入两难抉择。都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=_ycgSUx80Fc
【全集完结】《重生后，我果断退婚转嫁冷面教官》重生归来，她毅然斩断与渣男的婚约，转身投入冷酷教官的怀抱！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=snxGkSt8MxA
Deleted video,https://www.youtube.com/watch?v=IVQWPwag438
【全集完结】《后妈带娃上综艺，真香预警》睁眼竟穿成豪门小说里的恶毒后妈，还白捡了个四岁的叛逆继子！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Xb1YB9HbGTI
【全集完结】《重生后，开启富贵人生》重生后，陆娇娇依旧处处刁难陆白薇，但白薇嫁给贺霆后携手创业，历经坎坷终成富商，赢得美满人生。都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=6cvo1EUEKBY
【全集完结】《穿书之炮灰变身天道亲闺女》穿成哑巴女婴，被青云宗师徒收养。凭借读心金手指，她暗中点拨师父与四位师兄，助他们逆天改命，扭转必死结局！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=9nuwtN07l4s
【全集完结】《珠联璧合》寒门青年意外踏入豪门，与高贵主母暗生情愫。身份悬殊，世俗阻隔，纵使两心相许，终究难逃命运捉弄。这段禁忌之恋，是劫是缘？都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=CrUBviPtRYs
【全集完结】《武皇镇山河》女帝以铁腕手段平定乱世，震慑四方强敌的传奇故事。她智谋无双，在朝堂博弈与沙场征战中力挽狂澜，最终一统天下，开创盛世。都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=GovKx_v89-g
Deleted video,https://www.youtube.com/watch?v=PggQ_3sMSU8
【全集完结】《太子妃她自带定位系统》现代特工穿越成侯府庶女，意外嫁给装傻蛰伏的废太子。她自带GPS定位系统金手指，在朝堂与江湖双重战场狂撕反派。都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Cn7wKhYDbpo
【全集完结】《塌房女主播悔不当初》当红女主播仗势欺人，嚣张至极，不料踢到铁板——竟对神秘大佬的妻女大打出手！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=j6qAywgzkzY
【全集完结】《带种田系统嫁病娇首辅，日日被哄》陆昭昭意外穿书成为炮灰女配，在新婚抉择之际，她果断放弃原书男主，选择了危险迷人的反派姜宴清。都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=8WgbeS6COyc
【全集完结】《天降萌宝小福星，成了爹地守护神》腹黑总裁意外迎来了“从天而降”的神秘萌宝，不仅聪明伶俐，还自带好运体质，一路为爹爹转运开挂都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=WH4dZm3GdPA
【全集完结】《千岁窃君心》她步步为营，却不知自己早已窃走帝王之心。情深不悔的守护与彼此试探的心计交织，一段女强男强、双向奔赴的宫廷虐恋就此展开都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=BwYnzDf1ZzQ
【全集完结】《穿越80家属大院遇真爱》霸道女总裁重生八零邂逅完美丈夫！濒临破裂的婚姻惊天逆袭？高甜预警慎入！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=vdVQPumY6AE
【全集完结】《被偷听心声后，傅先生追着我宠》书迷苏默穿进小说，本想捞钱跑路，不料全家能听见她的心声。当所有人得知她悲惨结局后，决定联手逆天改命。都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=PS0VPO_E3CY
【全集完结】《高烧发热》宋茉与沈斯京自幼相伴，因沈母离世、宋母改嫁沈父而反目。沈斯京口是心非暗藏爱意，宋茉执拗孤僻，两人情愫难明。都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=i8AMjYGoHVc
Deleted video,https://www.youtube.com/watch?v=jqhNWKgxaSo
【全集完结】《穿越时空的家书》现代女孩林夏在整理祖屋时，意外发现了一封泛黄的旧信。随着家书内容的展开，她仿佛被拉入了另一段时空都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=HVr_gNxEUkM
【全集完结】《重生年代，开局消费奖励翻倍》神秘系统觉醒——“消费即得奖励翻倍”！买口粮？立返双份！买布料？系统送成衣！越花越富，越活越滋润！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=7kk0UC2STV0
【全集完结】《婚情几许》一场精心安排的婚姻，明明只是各取所需的交易，却在相处中悄然改变了彼此的命运都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=v8ObjgOFv5E
【全集完结】《天下无诈》他带领团队深入网络黑暗角落，破解各种诈骗手段，还原真相，守护百姓财产安全都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=wbyVBPXW8B8
【全集完结】《真千金吃瓜成团宠全家逆天改命》冷漠的亲爹宠她如命、连曾被忽视的母亲也大放异彩……濒临破碎的家族，竟因她的佛系吃瓜体质一步步逆天改命都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=khX-jxTnA4c
【全集完结】《勤俭持家爱上你》两人性格南辕北辙，生活方式天差地别，却在一次次日常交锋中碰撞出火花都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=G3DehxUlRJI
【全集完结】《重生才知，死对头爱我入骨》直到她身陷绝境，才知那个表面冷漠的男人，为她挡过无数暗箭，倾尽所有都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=w4YiuaDpTgs
【全集完结】《极品老太重生带着儿媳奔小康》这一世，她决心洗心革面！不再挑拨是非，不再重男轻女，更一改刻薄本性，决定和老实儿媳一起干事业、奔小康！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=4L1bg5P83xQ
【全集完结】《众鬼警戒玄学小祖宗下山寻夫啦》本以为寻夫之路会九九八十一难，没想到刚到人间没几天，她就一掌拍翻了未来夫君的“情敌”，强势将人拐回家都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=3f-p6sTGW6s
【全集完结】《缚春诏》一纸圣旨，她从小门小户的庶女，被赐婚给高高在上的摄政王。众人笑她是替罪羊，是被利用的棋子，却不知她怀藏锋芒，步步为营都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=mS8lcn1o_is
Deleted video,https://www.youtube.com/watch?v=rf761ER66E4
【全集完结】《见软》当她终于“见软”，是否意味着学会了信任与被爱？而他，又是否能卸下伪装，真心以待？都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=i-o_8kGX5Ew
【全集完结】《情深不抵缘错》一场利益联姻，她被迫嫁给了那个高高在上的冷面总裁。新婚之夜，他冷声警告：“你不过是她的替身，别妄想得到我的心。”都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=t3aslOnrKsQ
【全集完结】《重生我不嫁了，殿下何苦重蹈覆辙》前世，她为太子倾尽所有，重活一世，她誓言绝不再为爱低头，拒绝赐婚、远离前缘，立志只为自己而活都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=LLSrv29bEO8
【全集完结】《重逢他红眼跪哄，心肝，我只要你》一场意外重逢，他红着眼睛跪在她面前：“心肝，我错了，我只要你。”她冷笑：“你要的太迟了。”都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Sose23IXeeQ
【全集完结】《贪恋盛夏时光》多年后重逢，曾经的悸动早已刻进骨血。她已不是那个无忧少女，他也不再是那个沉默少年，可彼此眼中的光芒，从未褪色都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=hzEMHV9SbLA
【全集完结】《别惹小祖宗！她京都亲爹是女儿奴》她则一边吃瓜，一边打脸虐渣，顺便撩了个禁欲系小哥哥，看似软萌，实则腹黑，一手翻转京都风云！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=iT9lkSmUTNk
【全集完结】《卿色无双》她本是世家千金，重生归来，她化名而生，步步为营，誓要揭开当年真相，将仇人一一拉下深渊！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=YKxojUmSNzI
【全集完结】《暗恋十年被弹幕剧透》她暗恋他十年，直到某天，她无意间成为恋爱综艺的素人嘉宾，而他，竟是节目的飞行嘉宾！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Tf6g3EmCvQQ
【全集完结】《被读取心声后，玄学千金被全家宠》这一世，她觉醒金手指，心声会被他人“无意听见”，从此打脸绿茶白莲，轻松逆袭！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=iidQF3pLGDU
【全集完结】《开局华流巅峰，转身养成高冷校花》这一世重来，他决定收起光环，专心“养成”她的笑容。从冷若冰霜到悄然心动，他用行动打破少女的孤独壳都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=3JMsyDm4IaM
【全集完结】《一杆清台》昔日天才因一场意外黯然离场，背负骂名，沉寂多年。如今他重回赛场，手握球杆、眼神如炬，一击制敌、一杆清台，技惊四座！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=E8uHfAH3nPk
【狂龙系列】,#genre#
【全集完结】 龙帅归来了，快，快，全部人集合迎接龙帅，敢动我女人，祭天？都市男频玄幻热血,https://www.youtube.com/watch?v=7H1sQY6sBFk
【全集完结】 自己的女儿要被掏心，他姗姗来迟救下女儿，老婆对他的迟到了几年的到来很伤心。他对妻儿保证，再也不会离开了都市男频玄幻热血,https://www.youtube.com/watch?v=C836RstbApM
【全集完结】 他终于帮父母报仇，父母在天之灵可以安息。完成一切以后他回归普通生活，可是麻烦又不断找上来都市男频玄幻热血,https://www.youtube.com/watch?v=Pm-NdH82d5I
【全集完结】 帅气的直升机出场方式，画面一转就隐藏身份送外卖去了，却被一个怀孕的女人找上门，一句孩子是你的，让高骏吓的不轻都市男频玄幻热血,https://www.youtube.com/watch?v=RzbKPgRrkzk
【全集完结】 送个外卖，居然发现对方是正在开房出轨的女友，清醒后的他准备摆烂，却不想自己是龙神的后代，居然觉醒了。左拥右抱了美女都市男频玄幻短剧热血,https://www.youtube.com/watch?v=UM00bkJTE7c
【全集完结】 五年前，落魄的逃到国外，现在已是西方至尊，不知那些龙国的朋友，还记得我吗 都市男频玄幻短剧热血,https://www.youtube.com/watch?v=fw2WkEvo0GM
【全集完结】 五年后，他已经是军中王者，却得知父母被害，妹妹被人带走……他冲冠一怒，浴血归来！都市男频玄幻热血,https://www.youtube.com/watch?v=llscn-K_lvo
【全集完结】 他是白龙王转世，有白龙真身，这次下山是实现一直婚约，对方家族却看不上他。但这个女孩却一次次帮助他，他也将护她一辈子。但还有更大的敌人等着他们都市男频玄幻短剧,https://www.youtube.com/watch?v=uE68SmI0q60
【全集完结】 恭迎修罗王归回！他答应过老爷子，保护好他的女儿，并手刃仇人！都市男频玄幻短剧热血,https://www.youtube.com/watch?v=vLuxhffFuAM
【全集完结】 最后一战龙帅胜利，得知救下自己的女孩被毁容，他怒不可遏，要为自己的女孩报仇都市男频玄幻短剧热血,https://www.youtube.com/watch?v=kV21B10NivU
【全集完结】《龙神在世》 苦熬五千年，在化龙的时候没有挡住雷劫，没想到天不亡他，让他重生在这个人身上，既然借了这个体，就顺便帮他一把都市男频玄幻短剧热血,https://www.youtube.com/watch?v=L7MwOkpNYzw
【全集完结】 龙首降临！其他人退散，老婆被逼的嫁给别人，既然这样怂恿者就准备承受我的怒火都市男频玄幻短剧热血,https://www.youtube.com/watch?v=TWSSS1GLqKM
【全集完结】 黑山龙狱余孽被铲除，足足五年，他一个人潜入龙狱消灭了所有魔头。却听到女儿的呼唤声，发生了什么事情，是不长眼的宵小之辈都市男频玄幻短剧热血,https://www.youtube.com/watch?v=dIAlyasd2FI
【全集完结】 阎罗殿殿主下落不明，便有人莫权篡位。原来失踪的五年，他是被人陷害，现在一个电话打开，说是他女儿，难道五年前的那一夜……都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=uE8ZnuLTFog
【全集完结】 《九星龙帅》是谁要害我家人，小人作祟，得知妻女有危险，他丢下胜利的喜悦立马赶到燕洲。回去路上却有人拦住，此事必是奔着我而来都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=KqyoP9k74HU
【全集完结】 关键最后一战必须拿下胜利！家人却被抓住，要他们写下投降书，父亲不屈服。小贼！只会背后偷袭这份血恨我必报之《镇国龙帝》都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=iH6o9iurpAE
【全集完结】 二十年前，老爷子在前线奋战，妻儿却惨遭背后暗算，他奋发图强磨砺意志，只为找出幕后真凶都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=ddOy8r6ex3I
【全集完结】 仇家已灭，爸妈你们在天上可以安息了。他们陷害我入狱就是为了霸占你们的遗产，现在这笔账也应该算算了都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=yblO6uM405g
【全集完结】 抓你只是为了引出凌天，没想到救心爱的女人也搭上了自己性命，这一下子五年下去，居然复生在了一个总裁身上，上一世的恩怨也该有了解了都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=9GTcx95vyg8
【全集完结】 当年的事情不听他解释，现在后继无人知道回来找他，当我高攀不起。可是内忧外患我只有出手了都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=1vAUhpYUSOk
【全集完结】 《新逆天龙尊》你安心去吧，我一定照顾好母亲，却不想都是谎言，把我当替罪羔羊就算了，还要赶尽杀绝，复仇并拿回一切都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=AoYq7w_f3H8
【全集完结】 因为是一个卖菜的，踏踏实实做生意，却被收保护费。从今天开始，我不会让任何人再看不起我都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=nH1P1_5cotI
【全集完结】 你就是大夏龙神？平定边境，得知前来退婚，居然是未婚妻被人强行看上，正好新仇旧恨一起算了都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=7yG3hMpQ75E
【全集完结】 《龙游都市》师傅故意放水就是为了让他下山，他还傻傻的不知道，下山找到老婆，同样也继承了滔天势力都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=9c3IgQoVELA
【全集完结】 小小战犯也敢猖狂，离家的八年，不知妻子还安好，这次升龙宴，我要向全体宣布她，给她无上的荣耀都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=TwkoROCFysA
【全集完结】 我是个鱼贩，半小时之前，我做梦也没有想过，我会在今天开始改变都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=cYWPSzUEK0Y
【全集完结】 谁能想到，一个卖鱼的老爸居然是震惊众人的龙王，拼爹没输过都市男频玄幻短剧热血高清,https://www.youtube.com/watch?v=JpXmxXXZa5k
【全集完结】 龙祖大人，速速归来！这个其貌不扬的保安居然是龙祖？众人还看不起他都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=_pATOzLmdfU
【全集完结】 他在这里当服务员就是为了等他的救命恩人，找到了的他，成了她的贴身保镖都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=4pJIsPEkZbo
【全集完结】《离婚后，美女总裁追着我领证》堂堂龙王，现在去在菜市场杀猪，回想起之前，他不想再卷入纷争，但事不遂人愿都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=StXII-EuENM
【全集完结】 《龙威盖世》龙帅退休在菜市场卖菜？这次四大护法来请他出山，这次出山不仅是为了证名，也是为了回去保护家人，龙帅归，众人膜拜都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=zfdiXSD5wSM
【全集完结】 作为没有战败记录的龙主，居然要被世家欺负，你们的狗眼看人低，攀附权贵，都会被一一清除都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=rzKVzgCu69c
【全集完结】 世人只知他是个落魄家族最后的血脉，又碌碌无为，无人知道他其实就是身份尊贵的龙皇，一直从未露面，这次回来遭遇世家退婚，只有她愿意和他结婚都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=qvMsckpNW8Q
【全集完结】 《帝都狂神》六年前救下我的女孩，现在被迫嫁人，被家族换取利益，现在的我已经成了战神，这次换我来守护她都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=vJHYf0W5Tjo
【全集完结】 《龙王的都市生活》这是最后一单，干完这票，他就要去寻找自己的亲人，而不想这一次任务危机重重都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=rJ2ZNhJhVpg
【全集完结】《潜龙出海》今天是他三年出狱的日子，这一次他这个神医出世了。潜龙出海，必定掀起浪涛，而之前的账也该好好算算了都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=9jnXe7danCw
【全集完结】《都市隐龙》兄弟身死，他回归都市。一个承诺，承担挚友所托，一场巧遇，收获人间挚爱。国际杀手嚣张跋扈，犯我华夏虽远必诛都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=gb5CPRRXUtU
【全集玩家】《神龙殿殿主归来》自从神龙隐退以来，边疆不安分的人越来越多，他不得不再次出山，神龙令一出，神龙必现时都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=ljACZcLQoCQ
【全集完结】《龙殿龙尊》一个猪肉佬，为什么和首富女儿定下婚约，一眼就看这个人就不普通，居然是龙尊都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=ZYyjhYNP-kE
【全集完结】《隐世龙王》他意已绝，这世间不再有龙王，没想到的是没有龙王，世界上的宵小反而动荡不安，只要出世才能镇压都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=HtaH3-E8wEI
【全集完结】《擎天》他来动龙城，就两件事，一个完成母亲的遗愿，让沈家成为顶级豪门，二找到孩子的母亲，却不想这龙城之中早暗流涌动都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=Gvf3Rin2Gs0
【全集完结】《镇狱天王》他是这恶人监狱的狱主，只想逍遥生活的人被老爸要求去结婚，不想被他们全部退婚都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=3h2MF6ONKF0
【全集完结】《龙门君王》五年的时间，让她一跃成了将星，而眼前这个男人已经配不上她的了，她不知道的是，这个男人正是最高的将领都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=z9SO3YTaTbE
【全集完结】《神王殿》那一场战役，他假借战役退出，来到这狱中，就是寻找真相，而真相所指都在都在那里都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=BQgnXNBHchU
【全集完结】《穿书反派不做舔狗》他穿书成有钱有势的大反派，大反派爱当舔狗，我可不会，既然来到这里就女人权利两手抓都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=XgKDBkFn0pQ
【全集完结】《镇国神龙》小乞丐一样脏兮兮的人，一出手就是不凡，人不可貌相，谁知道表面上富二代私下会是什么样子都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=P_RlL6sB9T0
【全集完结】《镇北皇》大喜之日，未婚妻居然跟野男人上了床，这个婚我不结了！所有人都说我是个废物，但其实我是真正的镇北皇！都给我跪下都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=5VpVsg4G7NQ
【全集完结】《龙榜》他救下被下药的女人，丝毫不怕得罪人，这个样貌普通的男人，居然是深藏不露的狂龙都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=d0RKpQ-7LFI
【全集完结】《九州龙君》骁勇善战的龙君怎么成了一个小外卖员，竟然是失忆了，还过了屈辱的几年，记忆恢复，这次王者归来都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=KiRXmGW3_uc
【全集完结】《狂龙出世》自己老爹居然害死世界首富，是为了考验儿子耐性，现在是时候让儿子知道自己真实身份了都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=zt4qwEJ7Sak
Deleted video,https://www.youtube.com/watch?v=tDI6QO9P_c4
【全集完结】《乘龙》将军百战死，壮士十年归。兄弟们我带你们回家！老婆为了救他，一个人打多份工，他感知一切，只想快点好转都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=ZD-hCBqEVQY
【全集完结】《龙醒》武学打假直播，任务黑古武学的人都会被打假，你说现在无人有真本事，我看是你井底之蛙都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=WQAoJYauwp0
【全集完结】《龙鸣》将军百战死，壮士十年归。兄弟们我带你们回家了，看着家人的处境，他彻底生气，自己保家卫国，居然有人对亲人做出这样的事情都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=mPUBrzoPhyY
【全集完结】《隐龙之保安老爸不好惹》卧底三年终于拿到重要情报，离家多年，亏钱太多，这次完成任务回来，就好好补偿他们都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=UZN6XFtOLfE
【全集完结】《都市伏龙天尊》病毒横行的大夏，这个局面只有他才能控制的住，他就是伏龙天尊！这非人般的存在，无敌了都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=DjX6iSAa79k
【全集完结】《潜龙出渊之夜市君主》夜市是小爷我的地盘，岂能容得下你们这群混混来随便撒野，敢欺负她，那我也只好动动手指，展示一下实力了都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=NcpFzt036SQ
【全集完结】《弃子成龙》当年走丢的孩子，现在成了蛟龙，他一直没有放弃寻找，没想到他早成了蛟龙都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=YgiDSPCZ3Gk
Deleted video,https://www.youtube.com/watch?v=XXHGfWTsmYA
【全集完结】《龙帅之女儿再爱我一次》当年的事情太过复杂，一边是心爱的女人一边是国，他只能选择逃避，没想到女儿因此误会了自己都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=xAu-EGbo5Js
【全集完结】《隐龙神婿》美女总裁结婚当天新郎没来，直接抓着保安队一个没结婚的小伙当场结婚了，这个普通的保安也是卧虎藏龙都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=X0G6ju_qPbs
【全集完结】《狂龙无双》他明明有真仙的实力却不承认，别人都以为他低调，谁知道他是真不懂这个，天赋异禀真是太难了都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=nCqswpO-CKI
【全集完结】《少年叶飞鸿之龙城争霸》八国联军入侵，朝廷出奔，国家局势动荡。叶飞鸿与一群英雄豪杰一同南下，旨在保护国家和人民！都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=xxsTDODSAn0
【全集完结】《彷徨之刃》他手持利刃，心中交织着爱恨与血泪。他渴望找到正义，但前路漫漫，复仇之心又何时能归于平静？都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=PnOyYf5eQDA
【全集完结】《枭龙出狱》这个监狱被称为“地狱之城”是所有罪恶之徒聚集的地方，在其他人以为他在里面受苦时，殊不知他才是这里真正的掌控人都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=7GuwbcGef6Y
【全集完结】《原来我是豪门继承人》小伙为了追求校花在酒吧做服务生赚钱，谁料正巧遇到她背叛，谁知小伙正是首富丢失多年之子，他逆袭改变人生，成为首富大少都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=id4mUXEYFW8
【全集完结】《追凶》他是古举门唯一弟子，师从隐退的国术大师，深得真传。天赋异禀，参加武道大会，最终复仇成功都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=2YlWvFDvlUQ
【全集完结】《战龙在天》敢动我的女人，我看你们真是活腻了，战龙归来，我看谁敢不从都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=wNJk5JmFLlQ
【全集完结】《玄幻这个主角有点邪》小伙意外穿越到了名为“玄域”的奇幻世界。在这个世界中，武力至上，玄力为尊，而他发现自己居然拥有邪气！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=mszN1WVbzAo
Deleted video,https://www.youtube.com/watch?v=d5kJsr-IMvY
【全集完结】《诱她入骨》他救下她后给她留下深刻念想，而江夜寒在后面的日子也是思念成疾，终于在一次叶泠泠又一次陷入危机时，江夜寒即时出现都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Pb4ORmLVF44
【全集完结】《玄幻从二泉映月开始》他意外发现了一个神秘的二泉。泉水如镜，随着他的轻轻一跃，现实与梦境交织，古老的传说与未来的幻想交融在一起都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=MbPw697PTic
【全集完结】《超能小学生》小学生获金手指，吃巧克力便知投资良机，靠此在期货市场狂赚千万，于质疑中缔造股市传奇都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=PyoHqFZuvc0
【全集完结】《我在古代当忠臣》小伙重生为大夏丞相，却只剩三天寿命。他凭借智慧和系统奖励的杂交水稻，一步步化解危机，权倾天下都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=IoIyy06JFpI
【全集完结】《我家萌娃最坑爹》小伙炒股，妻走子送观。儿子下山以直播扮女走红，却遭道士绑架危机都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=eXB4L2dEpCs
【全集完结】《徽山侠侣》一位英俊潇洒、武功高强的年轻侠客，在这片神秘的土地上开始了他的冒险之旅都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=DnPLUwPrf_w
