災變論,#genre#
這是一個33年前的故事……|自說自話的總裁,https://www.youtube.com/watch?v=mvZOMmQfCrk
會員專享：真的有一個東西隱藏在宇宙的背後，正在觀察我們這個虛擬世界嗎？如果是這樣，那我們改如何讓它們現身？這是一個有關虛擬宇宙最硬核的故事……|自說自話的總裁,https://www.youtube.com/watch?v=AZkypWn0aus
會員專享：什麽樣的機器人會讓人從骨子裏感到恐怖？比人類更狡猾？學會了人類的邪惡？囚禁人類？還是說像這個故事裏的機器人一樣？這是一個來自27年前的恐怖故事……|自說自話的總裁,https://www.youtube.com/watch?v=0O6iodP2z7o
會員專享：最恐怖的平行宇宙故事，揭示出時間的真相，你是不是經常找不到某個東西？明明剛剛就放在這裡啊，也許，這不是錯覺，而是偶然間時間齒輪的錯位……|自說自話的總裁,https://www.youtube.com/watch?v=kz8guCSvZ78
會員專享：虛擬世界的答案——熵|自說自話的總裁,https://www.youtube.com/watch?v=7LwfuvNiNmY
會員專享：為什麼說我們的世界一定是虛擬的？這背後的哲學邏輯，不僅誕生了神作——《黑客帝國（The Matrix）》，也誕生了這個更加原點的故事……|自說自話的總裁,https://www.youtube.com/watch?v=rVWtHEfPwgo
會員專享：3000光年外，遇見真神，這是一種什麼樣的體驗？|自說自話的總裁,https://www.youtube.com/watch?v=cHxv7Q0sj5s
會員專享：45年前的神學派故事，神創造我們的目的可能簡單到讓人意想不到……|自說自話的總裁,https://www.youtube.com/watch?v=g8exxHyn1Ng
【修正版·傅青主3】會員專享：隱藏在山西的寶藏，你也許還能發現它們，這背後的故事竟然是一個遠古區塊鏈的悲劇……|自說自話的總裁,https://www.youtube.com/watch?v=4KA6lAnCBXg
會員專享：AI無法解決的電車悖論——犧牲少數？還是犧牲多數？這個難題在人類未來的命運當中一定會上演，那麽，人類又將用怎樣的善惡觀來破解這個悖論？|自說自話的總裁,https://www.youtube.com/watch?v=2efF3819PBo
會員專享：爲什麽會有因果定律？如果說，我們的宇宙是建立在因果律的基礎上，那因果的起點又是什麽？時間會不是只是因果的幻覺？這是一個極燒腦，但又足夠浪漫的因果故事……|自說自話的總裁,https://www.youtube.com/watch?v=RYKMZa2eIVk
會員專享：黑洞裏的世界是什麽樣的？除了《星際穿越》30年前，日本人還給我們講過一個這樣的浪漫故事……|自說自話的總裁,https://www.youtube.com/watch?v=aeraZRtrio8
會員專享：隱藏在山西的寶藏，你也許還能發現它們，這背後的故事竟然是一個遠古區塊鏈的悲劇……|自說自話的總裁,https://www.youtube.com/watch?v=EYrL9T1hmuM
會員專享：大明達芬奇，會武功、懂經濟，是洪門創始人，也是文人領袖，能從滿清死牢脫身，還能開創中醫女科……|自說自話的總裁,https://www.youtube.com/watch?v=6UaYZHNo7KM
會員專享：中醫歷史上真的有神仙下凡寫醫書的故事？原來，這位神仙還開創了世界上最早的女科醫學，理論到今天依舊適用……|自說自話的總裁,https://www.youtube.com/watch?v=bmAXLpGkmaU
會員專享：中醫中最像魔法的理論是什麽？這背後可能隱藏著一個超越人體的解剖學原理……|自說自話的總裁,https://www.youtube.com/watch?v=UP4ll3UPPeA
會員專享：一本上古巫師醫書，一段東海尋仙的傳奇故事，這背後，有一個現實中的神仙醫生，你一定吃過他的藥方……|自說自話的總裁,https://www.youtube.com/watch?v=02OcWTkJavo
會員專享：這是一個唐朝女道士的真實故事……|自說自話的總裁,https://www.youtube.com/watch?v=_zMJAxR4inA
會員專享：李東垣VS蒙古生化戰的故事告訴我們四個字……|自說自話的總裁,https://www.youtube.com/watch?v=aUOObDX2sI0
會員專享：與飢餓作戰的古代醫生，看中醫如何對抗慢性病和亞健康……|自說自話的總裁,https://www.youtube.com/watch?v=a6D24C5BnbI
會員專享：最貴族的中醫流派——補土派，這是一個有關貴族公子的醫學故事……|自說自話的總裁,https://www.youtube.com/watch?v=l2LdmbXhK60
會員專享：中醫攻邪的奧義以及一碗你不敢吃的牛肉湯……|自說自話的總裁,https://www.youtube.com/watch?v=OQuKHFyem-Q
會員專享：梅里雪山上的雙修，深入藏地康區發生的神奇故事……|自說自話的總裁,https://www.youtube.com/watch?v=PwFAlZcULw4
會員專享：最神秘的藏人，為什麼能在珠峰周圍定居上千年？|自說自話的總裁,https://www.youtube.com/watch?v=IFVtSalOz00
會員專享：20年前她預言了非典，10年前她預言了如今的疫情，為什麼這麼神？我們一起來看看她寫的病毒故事……|自說自話的總裁,https://www.youtube.com/watch?v=Vf2kOF3GUB8
會員專享：藏地木祖、米古公房、舅舅繼承，最原始的藏人保留著讓我們驚掉下巴的神奇風俗……|自說自話的總裁,https://www.youtube.com/watch?v=kNjWyPZc0Gk
會員專享：100年前一個被蘇聯人稱作「東方大黑天神」的假喇嘛，在西藏、新疆、蒙古竟然還演繹過這樣一段真實的故事……|自說自話的總裁,https://www.youtube.com/watch?v=GkKeEu1l0eA
會員專享：你知道安全帶是這麼發明出來的嗎？這背後竟然有一個男人把自己綁到了火箭上，親身體驗40倍重力加速度……|自說自話的總裁,https://www.youtube.com/watch?v=IxW7LjrylqE
會員專享：醫生喝下一杯神秘湯汁，發現幽門螺旋桿菌，30年前被人噴成沙雕，後來竟然拿了諾貝爾獎……|自說自話的總裁,https://www.youtube.com/watch?v=0aTd5lNeH3U
會員專享：據說全球有70%的無法做對這一題，這是一個心理學的未解之謎——水平面任務，|自說自話的總裁,https://www.youtube.com/watch?v=KXnl89yFCAw
會員專享：最奇特的破案方式，這是一個邏輯鬼才玩轉官場，破獲奇案的真實故事……|自說自話的總裁,https://www.youtube.com/watch?v=WiaO-y4ep2g
會員專享：一個能在陰謀漩渦中生存5個朝代的官場老油條，把自己的畢生愛好寫成了一本書……|自說自話的總裁,https://www.youtube.com/watch?v=0P96V4vDr1c
【修正版】會員專享：法醫數據從何而來？原來，世界上有這樣的科學家……|自說自話的總裁,https://www.youtube.com/watch?v=QzLcqUWkoRE
會員專享：睡眠實驗的真相，人264小時不睡覺，到底會怎麼樣……|自說自話的總裁,https://www.youtube.com/watch?v=qNcNygw2qbk
會員專享：1只鳥殺死7個人，北宋年的真實案件，絕對離奇……|自說自話的總裁,https://www.youtube.com/watch?v=biiZUKLOLJk
會員專享：光天化日殺人，兇手憑空消失，這是一樁歷史上真實的案件，最後的結局竟然是另一個故事......|自說自話的總裁,https://www.youtube.com/watch?v=D7cQp788W7Y
會員專享：這個技術可能早已被軍方使用並禁止擴散，但1989年卡梅隆導演曾將它拍成果電影……|自說自話的總裁,https://www.youtube.com/watch?v=j1tv5UxE2oU
會員專享：注射狗睪丸溶液、給尸體輸血、生吞霍亂病人嘔吐物……這是一個最生猛男人的獨家故事……|自說自話的總裁,https://www.youtube.com/watch?v=0SFgT7LF90o
會員專享：心靈宇航員——感官剝奪實驗的發明者約翰·利利，他背後有什麼樣的異世界故事？|自說自話的總裁,https://www.youtube.com/watch?v=6mo1hq1_w_E
會員專享：靈魂21克實驗，靈魂真的有重量嗎？|自說自話的總裁,https://www.youtube.com/watch?v=4Gm41TCmMfw
《洗冤錄》→證據控，《折獄鑒》→邏輯流，看看中國古代的法官如何靠邏輯流破案……|自說自話的總裁,https://www.youtube.com/watch?v=ipr4iLYxSFk
會員專享：真實的狄仁傑謎案，兇手究竟是誰？|自說自話的總裁,https://www.youtube.com/watch?v=9D2Iy2nSiXM
會員專享：普通頻道不敢講的飢餓鬼故事，西雅圖對岸的飢餓高地，這裡有一家至今依舊荒廢的恐怖療養院……|自說自話的總裁,https://www.youtube.com/watch?v=Qv1jFxN06j8
會員專享：不需要真相的兇殺案，看法官如何和稀泥，讓一場兇殺案變得不需要真相……|自說自話的總裁,https://www.youtube.com/watch?v=68IorF_B4As
會員專享：水蛭，活著的手術刀，醫生們用水蛭做過哪些匪夷所思的事情？|自說自話的總裁,https://www.youtube.com/watch?v=WrPBAEzhUpA
會員專享：只存在於推理中的兇手，絕對精彩的中國古代公案故事……|自說自話的總裁,https://www.youtube.com/watch?v=sjs6csrzQIU
會員專享：綁架人類的毒藥，5000年前蘇美爾人發現了它，100年前人類將它封印，但今天它的化身依舊在你身邊……|自說自話的總裁,https://www.youtube.com/watch?v=r8QHBdjN1d0
會員專享：尋找完美麻藥，為什麼有人認為華佗並不存在？麻醉究竟有多難……|自說自話的總裁,https://www.youtube.com/watch?v=i6wGb21gRb8
會員專享：100年前，醫生把核物質加入到保健品中，然後多了一段不堪回首的黑歷史，而今天可能還在重演……|自說自話的總裁,https://www.youtube.com/watch?v=WzuSpiL0uh0
【會員專享】擊碎想象的故事，現實中的私家偵探竟然是這樣的存在……|自說自話的總裁,https://www.youtube.com/watch?v=FoJr44MwFvw
【會員專享】小說都不敢這麼寫，90年代發生在中國的真人版俠盜飛車，罪犯2次越獄，死刑前最後兩小時，再次逆天改命……|自說自話的總裁,https://www.youtube.com/watch?v=rJtMTTf680U
【會員專享】天可汗的TPP，換個視角看唐朝、佛教、唐僧、李世民和世界……|自說自話的總裁,https://www.youtube.com/watch?v=mkKEhSdbU0o
會員專享：日本東海村JCO核事故，惡魔核心配套視頻……|自說自話的總裁,https://www.youtube.com/watch?v=AzpYF8DSmhY
會員專享：被刪除的中國鬼神……|自說自話的總裁,https://www.youtube.com/watch?v=0C1d7zGe8z4
【重傳】會員專享：和尚的起源，在日本人眼中，中国和尚和禅宗的起源竟然是这样？|自說自話的總裁,https://www.youtube.com/watch?v=PMfe63NSHUA
會員專享：戀足與幻肢背後竟然有一樣的生物原理……|自說自話的總裁,https://www.youtube.com/watch?v=v7o0sBJY2ww
會員專享：擁有狗鼻子以後會體驗一個什麼樣的新世界？大腦為什麼要鎖死嗅覺？|自說自話的總裁,https://www.youtube.com/watch?v=B3EdvlRD2YQ
會員專享：不可靠的記憶（三）癲癇時光機|自說自話的總裁,https://www.youtube.com/watch?v=6JGhICF-oTo
會員專享：怪誕醫學——放血（一）|自說自話的總裁,https://www.youtube.com/watch?v=R-8d893xR2Q
會員專享：不可靠的記憶（二）|自說自話的總裁,https://www.youtube.com/watch?v=MI_gSKigDyI
會員專享：不可靠的記憶（一）|自說自話的總裁,https://www.youtube.com/watch?v=uixJva-UlMA
☆★頻道兩週年★☆全新頻道計劃……|自說自話的總裁,https://www.youtube.com/watch?v=u2MPfxEEgaY
2萬年前的冰河文明：當撒哈拉還是綠洲時，亞馬遜也是一片草原？大西洋上存在著古代航路？我們的上一波文明是在這裡誕生並毀滅嗎？|自說自話的總裁,https://www.youtube.com/watch?v=puvuaDJGSxM
三星堆三部曲,#genre#
三星堆三部曲之三：5000年前就會開顱手術，他們一直隱藏在我們身邊……|自說自話的總裁,https://www.youtube.com/watch?v=yLXjOqH90FU
三星堆三部曲之二：尋找東方黑頭人，蘇美爾與三星堆有關係嗎？這背後的故事，比你想象的更加驚奇……|自說自話的總裁,https://www.youtube.com/watch?v=VtNqc1vbx3g
三星堆三部曲之一：世界中心的土豪——三星堆，挖出一個超乎想象的遠古世界……|自說自話的總裁,https://www.youtube.com/watch?v=UHX-81HVgXU
自然地理,#genre#
神的畫筆：為什麼閃電電不死人？特斯拉如何利用閃電？誰在控制閃電？關於閃電的N個真相……|自說自話的總裁,https://www.youtube.com/watch?v=gFTWjdAnQkE
微塑料：大自然的考題，蓋亞正在測試人類……|自說自話的總裁,https://www.youtube.com/watch?v=TaRYcJUcgdk
海底核彈：哥吉拉寓言背後的故事，海底原來有很多顆人類遺失的核彈……|自說自話的總裁,https://www.youtube.com/watch?v=YT4OodQtydE
2000年前，張騫深入四川，尋找那條穿越喜馬拉雅山的秘密通道；2000年後，我們發現了這條通道，原來，四川真的可以通往印度……|自說自話的總裁,https://www.youtube.com/watch?v=rO1udcXbJVc
失落的道家黑科技：來自7000年前的仿生學，今天的技術無法複製……|自說自話的總裁,https://www.youtube.com/watch?v=QJMgCuQqxS4
一種海洋裡的未知力量，科學家本來根本不相信它的存在，而古往今來的傳說，九死一生的水手們帶回了各種恐怖的海難故事，一步步探索，科學家終於遇見了這個超出認知的「海怪」……|自說自話的總裁,https://www.youtube.com/watch?v=vv3bP9Xwl-Y
喜馬拉雅山的盡頭，有一座十分美艷的妖山，它被藏民預言為末日神山，它被《國家地理》評為十大名山之首，它身下有一片可怕的蟲谷，直到1991年，人類才首次繪製出它四周的地圖……|自說自話的總裁,https://www.youtube.com/watch?v=ZE0wUZJHqCM
132年前，一位火山專家深入爪哇森林，他發現了無法解釋的古代遺跡……7萬年前，人類遭遇巨災，全球人口只剩下1000人？科學or預言？巨災將在2036年，再次降臨……|自說自話的總裁,https://www.youtube.com/watch?v=4VcNp6jP8o0
2025年7月5日：海嘯真兇找到了？科學家在預言點附近發現了一座超級火山正在蓄力……|自說自話的總裁,https://www.youtube.com/watch?v=-eBtMRiNSnk
【災變論】太平洋中發現上千個海底孔洞，或預示著一場全球性的超級災變？|自說自話的總裁,https://www.youtube.com/watch?v=WH8l13NozoA
瘋狂的黃金：金價再漲三倍？川普揚言黃金只漲不跌？為什麼全人類都對黃金有一種發自基因的熱愛？化學、商業、人類學，這是你投資黃金前需要了解的秘密……|自說自話的總裁,https://www.youtube.com/watch?v=4MkHG2pj98c
【災變論】為什麼《明天過後》（《後天》）一定會來？這部21年前的科幻片，正在變成紀錄片，我們正面臨南極「末日冰川」的融化和北極「極地渦旋」的崩潰……|自說自話的總裁,https://www.youtube.com/watch?v=ac3rsrn_OUQ
間諜系列,#genre#
左右二戰的宅男：成為英國頂級特工，有史以來最燒腦的一集……|自說自話的總裁,https://www.youtube.com/watch?v=Uh1SpyF3MJs
克蘇魯宇宙,#genre#
克蘇魯宇宙，愛手藝大人：從5份神秘手稿說起……|自說自話的總裁,https://www.youtube.com/watch?v=QMZ9JMQnanc
動物世界,#genre#
鯨爆：大自然的炸彈，有史以來最有味道的一集……|自說自話的總裁,https://www.youtube.com/watch?v=ftyBCMK6K6E
鯡魚罐頭：可以吃的生化武器，吃腐肉也許是一種本能……|自說自話的總裁,https://www.youtube.com/watch?v=5JEcVIwzNKo
螨蟲：毛囊裡的異形，看完這期你的皮膚會變好……|自說自話的總裁,https://www.youtube.com/watch?v=ZGAwms1Je6c
二戰中的熊戰士：抽煙、喝酒、把妹，還能晉升下士……|自說自話的總裁,https://www.youtube.com/watch?v=PhAmanpIA8U
蒙古死亡蠕蟲：找到它就能找到成吉思汗的寶藏……|自說自話的總裁,https://www.youtube.com/watch?v=aC68MvYMnlQ
3米長的大白鯊竟離奇消失，是什麼隱秘在深海的角落……|自說自話的總裁,https://www.youtube.com/watch?v=Icc-Vnv3wQo
黑猩猩的政治：比人類更擅長政治的動物……|自說自話的總裁,https://www.youtube.com/watch?v=cBzeeF_7JIQ
5種神秘古人類，不會出現在教科書上……|自說自話的總裁,https://www.youtube.com/watch?v=WucIXn63MdA
人造怪物：63年前，27只殺人蜂逃出實驗室，現在它們擁有15億只殺人蜂大軍……|自說自話的總裁,https://www.youtube.com/watch?v=sx2Vp68LhrQ
改造地球，演化萬物，主宰一切的超級生物，它簡直是上帝的造物工具……|自說自話的總裁,https://www.youtube.com/watch?v=U-JEW0Rt29Q
外星生物：這是一群6億年前戰敗的外星人嗎……|自說自話的總裁,https://www.youtube.com/watch?v=NXRsokp50-0
皮皮蝦：全身黑科技、4億年不進化，它簡直是一隻外星機甲……|自說自話的總裁,https://www.youtube.com/watch?v=1R87grx5pp8
最強海底異形，竟是人類始祖，章魚、人類、皮皮蝦，一場橫貫6億年的星際大戰……|自說自話的總裁,https://www.youtube.com/watch?v=o1C5Ew2EHvo
它用火箭燃料，噴射100℃子彈，為什麼自己不受傷？原來，這是一隻無視進化論，調戲達爾文的蟲子……|自說自話的總裁,https://www.youtube.com/watch?v=zX2vEXAkY5Y
會製造喪尸的動物們：除了喪尸黃蜂，你可能也是某種動物的「喪尸」，你一定見過這種動物……|自說自話的總裁,https://www.youtube.com/watch?v=x40wY8svH-g
為什麼被抓住後脖頸，貓咪就會立刻石化？看懂這個秘密，你也將發現自己身上的這個石化開關……|自說自話的總裁,https://www.youtube.com/watch?v=UGMOvb0DXSk
5500萬年前地球高燒，創造出的史前巨獸，現在可能正在復活……|自說自話的總裁,https://www.youtube.com/watch?v=Yf8DGllPA88
Legend of Atlantis (Full Episode) | Drain the Oceans,https://www.youtube.com/watch?v=ErPsyBUCijM
金槍魚：從一文不值到拍賣至天價，努力的進化最終還是成為了美味，它經歷了什麼……|自說自話的總裁,https://www.youtube.com/watch?v=iO_5T4eVv2c
河豚：最萌魔王，身懷劇毒，1億年水中不敗，為什麼明知是劇毒，人類還要拼死吃河豚……|自說自話的總裁,https://www.youtube.com/watch?v=2X_Z5CZVPLA
雞：為什麼每天都下蛋？為什麼看到雞蛋被拿走也不生氣？這是來自恐龍時代的遠古BUG，雞才是地球真正的霸主，它們正在悄悄的標記地球……|自說自話的總裁,https://www.youtube.com/watch?v=eMWlSCML2eg
未知菌體：預言宇宙未來，為什麼這個單細胞生物擁有智慧，結構像大腦和宇宙一樣，當真是高維宇宙的投影？|自說自話的總裁,https://www.youtube.com/watch?v=fjv6IMzkYto
企鵝：最後的恐龍，飛翔之謎、直立之謎，擊碎三觀、征服南極，原來這是一隻的神奇大鳥……|自說自話的總裁,https://www.youtube.com/watch?v=e94kA4jP1Xw
200年前差點滅絕，後來被發現是拯救地球的工程師，這是一個神奇動物的故事……|自說自話的總裁,https://www.youtube.com/watch?v=CzKBwU-CEmQ
原來，你吃的每一條鰻魚，都見過海底深淵的秘密……|自說自話的總裁,https://www.youtube.com/watch?v=8JA51YHIXJQ
用《山海經》的方式打開史前海怪，我們發現了不一樣的新世界……|自說自話的總裁,https://www.youtube.com/watch?v=SB8rVTzp6Jg
北極未知生物：15年前，一個獵人在北極獵殺了一頭未知生物，黑薩滿的傳說從此一發不可收拾……|自說自話的總裁,https://www.youtube.com/watch?v=S9AwAphUhW0
最超出想象的動物：這就是河馬為什麼是神獸的真正原因……|自說自話的總裁,https://www.youtube.com/watch?v=XwWYsnlbyy4
最好吃的海怪們：蛤、蚶、蟶、蠔、蜆有什麼區別？北極貝到底是什麼？象拔蚌又有哪些不可告人的秘密？這是一群美味海怪與人類的故事……|自說自話的總裁,https://www.youtube.com/watch?v=9gqCqmiO1r4
猫头鹰的文明：貓頭鷹身上到底有多少秘密……|自說自話的總裁,https://www.youtube.com/watch?v=WhNEfNOOedk
阿努納奇在創造人類之前，還創造過一種生物……|自說自話的總裁,https://www.youtube.com/watch?v=uMWmsOuagho
液體貓咪之謎：為什麼說貓都是液體？這竟然是一個被證明過的科學結論……|自說自話的總裁,https://www.youtube.com/watch?v=5dOCtSAKt_U
三文魚：真假三文魚？寄生蟲？長白山水怪？黃海冷水團？原來你是這樣的魚……|自說自話的總裁,https://www.youtube.com/watch?v=Qc0gkU6Tphs
大黃魚：從4毛一斤到價比黃金，40萬一餐飯，300萬一條魚，40年來，大黃魚到底經歷了什麼……|自說自話的總裁,https://www.youtube.com/watch?v=9QRT0g4moMQ
虎頭蜂：入侵海外的大魔王，為什麼會變成雲南人的寵物？一針蟄死人，三針蟄死牛，連大象都吃的猛毒虎頭蜂，為什麼在雲南被大量養殖？|自說自話的總裁,https://www.youtube.com/watch?v=aZsPic-WyOQ
鵝：可以追擊老虎的猛禽，为什么各种动物都怕鹅？为什么有鹅的地方没有蛇？大鹅的真實身份，将会超出你的想象……|自說自話的總裁,https://www.youtube.com/watch?v=_rT7Ynhwf8g
鮑魚：新西蘭鮑魚氾濫，為什麼它依舊是奢侈食材？秘密隱藏在「頭」當中，「幾頭鮑」的背後有一個古老秘密……|自說自話的總裁,https://www.youtube.com/watch?v=kUVBY9rz_9A
為什麼我們買到的鱈魚都是假的？為什麼假鱈魚還那麼貴？到底什麼魚才是真鱈魚？鱈魚背後，原來是一個它曾經改變世界的故事……|自說自話的總裁,https://www.youtube.com/watch?v=qHJiMdB0yA8
鹿：大自然的死侍，擁有超級血液，能再生器官、百毒不侵，還能輕功飛天、一葦渡江，這就是為什麼無論東西方都認為它是仙獸的真正原因……|自說自話的總裁,https://www.youtube.com/watch?v=xTQyYwumROk
鯉魚：在美國氾濫成災，在中國活不過童年，為什麼美國人不吃鯉魚？為什麼中國人錦鯉=發財？原來我們的祖先早在1000多年前就改造過它們……|自說自話的總裁,https://www.youtube.com/watch?v=JVXBeq11i_E
龍蝦：從小龍蝦到大花龍，我們吃的到底是什麼生物？小龍蝦能不能安心食用？龍蝦如何會成為全球美食符號？|自說自話的總裁,https://www.youtube.com/watch?v=aZDgLKmWla4
為什麼說進化的終點是螃蟹？原來，至少有5類史前蟲子進化成了螃蟹……|自說自話的總裁,https://www.youtube.com/watch?v=Fu0gTUT_MHk
石斑魚：吞鯊魚、會變色、會用毒、能變性，看上去人畜無害的美味石斑魚，在海洋裡到底有多生猛……|自說自話的總裁,https://www.youtube.com/watch?v=e-0CvTyHy5E
水下2300米發現未知魷魚，一步步破解懸案，我們發現了南極深海巨物的秘密……|自說自話的總裁,https://www.youtube.com/watch?v=klxPYypTvpA
カピパラ　パニック大惨事　〔Capybara Panic Catastrophe〕,https://www.youtube.com/watch?v=8L-6RXeLWmU
潛入海底深淵，去發現一個來自基因深處的秘密……|自說自話的總裁,https://www.youtube.com/watch?v=oikvQFuS-fA
龜蛇大戰是擺拍還是現實？一步一步破解烏龜的謎團，原來，它是一個超乎想象的神獸……|自說自話的總裁,https://www.youtube.com/watch?v=3HCRlB5qago
鱘魚：從2億年不進化的王者，到被人類圈養的食物，曾經不過是俄國人的黑暗料理，到現在卻是比黃金還貴的奢侈食物，這背後原來隱藏著一個讓人心酸的商業秘……|自說自話的總裁,https://www.youtube.com/watch?v=oJs8zL7YRG8
費米悖論：為什麼我們找不到外星人？烏鴉竟然可以解釋這個問題，最近幾年，鳥類學家們似乎從烏鴉身上發現了有關人類和宇宙智慧的秘密……|自說自話的總裁,https://www.youtube.com/watch?v=EDOeCygPmPY
鴨：一鴨戰四虎？彈射胜航母？鴨子的真相，也許超乎你的想象……|自說自話的總裁,https://www.youtube.com/watch?v=U0XRBk7QVlY
地球首條丁丁，竟能左右開弓？鰩魚就能左右開弓，三人行？鳥類可以在空中完成交配？蛇的丁丁為什麼是兩朵鮮花？烏龜的巨大武器究竟是不是丁丁？有關丁丁的進化史，絕對是一部大自然的神奇天書……|自說自話的總裁,https://www.youtube.com/watch?v=Z12gKXXWclw
猴子：也許一種超越人類的存在，爲什麽科學家中猴子身上洞悉了華爾街的秘密？爲什麽說猴子比人類更擅長政治？|自說自話的總裁,https://www.youtube.com/watch?v=qMd5MT_SOTc
熊貓：一種真實存在的上古恐懼，為什麼只有人類覺得大熊貓很可愛？為什麼大熊貓在大自然中拒絕偽裝？為什麼熊貓不怕摔？大熊貓當真能吃鐵嗎？有關熊貓的秘密，這裡一定還有讓你驚奇的故事……|自說自話的總裁,https://www.youtube.com/watch?v=Q2IWe4zjURQ
熊貓虎子：潘教授17年的野外觀察手記，告訴你一個不一樣的野生大熊貓生活，原來，滾滾們在離開動物園以後，在野外竟然如此兇悍……|自說自話的總裁,https://www.youtube.com/watch?v=MMxPvmW27HI
徒手登上百米懸崖，發現燕窝的秘密：原來，燕子与燕窩，这背后竟然有两段，难以置信的生物真相与商業秘密……|自說自話的總裁,https://www.youtube.com/watch?v=d_kqKrSKji8
大自然竟然用最柔弱的方式，塑造出最凶悍的武器……|自說自話的總裁,https://www.youtube.com/watch?v=vaBWJsWAavA
遠洋白鰭鯊：會微笑、很溫順，但為何突然開始襲擊人類？真相，从1972年的一樁懸案說起……|自說自話的總裁,https://www.youtube.com/watch?v=h5QYFFzl4dw
為什麼買不到活著的鯧魚？從家常海鮮，到神秘魚類，為什麼買鯧魚就像買彩票一樣？它們還和食人魚有關？到底誰才是真正的鯧魚？這是一個美味又神秘的故事……|自說自話的總裁,https://www.youtube.com/watch?v=wEJIWXpmDVg
《獅子的真相》紀錄片：睜眼瞎，沒耐力，胃不好，跑不快，吃軟飯，殺兄弟？所謂「真相」到底是真是假？|自說自話的總裁,https://www.youtube.com/watch?v=Nu6fthM65Nk
為什麼鱸魚千奇百怪？一會兒是海魚，一會兒是河魚，一會兒很巨大，一會兒很小只，原來，鱸魚是個筐，啥都往裡裝……|自說自話的總裁,https://www.youtube.com/watch?v=qquytqcvxOo
貓的反應速度是人類七倍？為什麼說貓能看到子彈時間？原來，這真的是你膝蓋上的天生殺手……|自說自話的總裁,https://www.youtube.com/watch?v=cif_F0FrM2U
愛吃雪餅？打不過大鵝？喜歡被摸頭？原來，鱷魚也可以這麼萌……|自說自話的總裁,https://www.youtube.com/watch?v=yYuG28A5Slk
水豚：一種能『控制心靈』的動物？原來，這背後的生物原理十分有趣……|自說自話的總裁,https://www.youtube.com/watch?v=akY4qMeUrTM
羅非（吳郭）魚：40年前的『垃圾魚』如今變身高級『潮鯛』？為什麼你買不到母羅非魚？它是基因改造的超級魚？原來，它是被神選中，一條正在拯救的魚……|自說自話的總裁,https://www.youtube.com/watch?v=cJIMsq4D14c
花膠：一塊「老膠」起死回生？為什麼它被放入「嫁妝」？花膠和魚肚有何區別？又為何說絕世老膠即將被放入博物館？原來，這是一段有關文化和信仰的生物故事……|自說自話的總裁,https://www.youtube.com/watch?v=MrazZ8IcHpY
貓咪：正在拿捏人類？為什麼只對人類喵喵叫？呼嚕聲竟有治愈之力？爲何會有十橘九胖之謎？層層撥解，我們發現了貓咪的真相……|自說自話的總裁,https://www.youtube.com/watch?v=-FoqPDHbBhA
邊境牧羊犬：為什麼聰明到可怕？為什麼如此聰明卻當不了警犬？又為什麼有些邊牧看上去笨笨的？原來，這一切謎團，竟然與上帝有關……|自說自話的總裁,https://www.youtube.com/watch?v=DlBV70znWmE
柴犬：上一波冰河文明的遺物？為什麼它是最接近狼的狗狗？為什麼會笑？為什麼反骨？以及為什麼它的meme戳中全人類的基因？原來，它身上隱藏著一個上古人類的秘密……|自說自話的總裁,https://www.youtube.com/watch?v=QUdPQEsehyk
劍旗魚：從神聖美味到賤價出售，為什麼從沒有人做假劍魚？原來，這位持劍少年，竟然是唯一戰勝過人類的海鮮……|自說自話的總裁,https://www.youtube.com/watch?v=DTx_8-NsJi4
海參：4億年前的『生物科技』，它真的能美容養顏，再生造化嗎？為何昔日『八珍之首』如今卻只需100元3斤？也許，這背後有讓人驚歎的商業與生物故事……|自說自話的總裁,https://www.youtube.com/watch?v=hkQ4GPKTJuU
熊貓：聽得懂人話？看得懂表情？還和人類一樣好面子？愛吃瓜？甚至能像人類一樣抓握，更懂得『愛情』，且比人類還要『虔誠』？它為什麼惹人愛，也許這是一個有關自然之靈的故事……|自說自話的總裁,https://www.youtube.com/watch?v=RSNKFm0ZikA
財經視界,#genre#
金融危機正在盤旋：我們如何在金融危機中賺錢？|自說自話的總裁,https://www.youtube.com/watch?v=vuqLqQtfrjg
三個最強煉金術士，煉金術即將被再次使用……|自說自話的總裁,https://www.youtube.com/watch?v=y0essYZZwXc
心理世界,#genre#
學會控制夢，就能成為神，特斯拉原來是個控梦高手……天才的靈感都來源於夢中？|自說自話的總裁,https://www.youtube.com/watch?v=OXXaBlcjK6U
神寫的書，來自中國，讀懂它的兩個歐洲人，都被現代科學「封神」|自說自話的總裁,https://www.youtube.com/watch?v=405qU49shTk
25號宇宙：預言人類結局的實驗：老鼠烏托邦，未來已來……|自說自話的總裁,https://www.youtube.com/watch?v=bkpCf2YILCc
科學黑歷史：切除腦子的手術，竟然還得過諾貝爾獎……|自說自話的總裁,https://www.youtube.com/watch?v=Q7d9tVz-zk4
從大腦之謎到腦機接口，「腦後插管」離我們只差2個月……|自說自話的總裁,https://www.youtube.com/watch?v=QJ3TDo4C1ec
正在控制你的心理學秘術……|自說自話的總裁,https://www.youtube.com/watch?v=IV-1v9rCuvI
